'tain	t ɛ̃
abouterais	a b u t ʁ ɛ
abouterait	a b u t ʁ ɛ
abouteriez	a b u t ə ʁ j e
abouterions	a b u t ə ʁ j ɔ̃
aboutes	a b u t
aboutiez	a b u t j e
aboutions	a b u t j ɔ̃
aboutira	a b u t i ʁ a
aboutirai	a b u t i ʁ e
aboutirais	a b u t i ʁ ɛ
aboutiras	a b u t i ʁ a
aboutirent	a b u t i ʁ
aboutirez	a b u t i ʁ e
aboutiriez	a b u t i ʁ j e
aboutirions	a b u t i ʁ j ɔ̃
aboutirons	a b u t i ʁ ɔ̃
aboutiront	a b u t i ʁ ɔ̃
aboutissais	a b u t i s ɛ
aboutissements	a b u t i s m ɑ̃
aboutisses	a b u t i s
aboutissez	a b u t i s e
aboutissiez	a b u t i s j e
aboutissions	a b u t i s j ɔ̃
aboutissons	a b u t i s ɔ̃
aboutâmes	a b u t a m
aboutât	a b u t a
aboutâtes	a b u t a t
aboutèrent	a b u t ɛ ʁ
abouté	a b u t e
aboutée	a b u t e
aboutées	a b u t e
aboutés	a b u t e
aboutîmes	a b u t i m
aboutît	a b u t i
aboutîtes	a b u t i t
aboyeur	a b w a j œ ʁ
aboyeuse	a b w a j ø z
abracadabrant	a b ʁ a k a d a b ʁ ɑ̃
abracadabrantesque	a b ʁ a k a d a b ʁ ɑ̃ t ɛ s k
abracadabrantesquement	a b ʁ a k a d a b ʁ ɑ̃ t ɛ s k ə m ɑ̃
abracadabrantesques	a b ʁ a k a d a b ʁ ɑ̃ t ɛ s k
abracadabresque	a b ʁ a k a d a b ʁ ɛ s k
abrachiocéphale	a b ʁ a ʃ j ɔ s e f a l
abrahamique	a b ʁ a a m i k
abrahamiste	a b ʁ a a m i s t
abrasa	a b ʁ a z a
abrasai	a b ʁ a z e
abrasaient	a b ʁ a z ɛ
abrasais	a b ʁ a z ɛ
abrasait	a b ʁ a z ɛ
abrasant	a b ʁ a z ɑ̃
abrasas	a b ʁ a z a
abrasasse	a b ʁ a z a s
abrasassent	a b ʁ a z a s
abrasasses	a b ʁ a z a s
abrasassiez	a b ʁ a z a s j e
abrasassions	a b ʁ a z a s j ɔ̃
abrase	a b ʁ a z
abrasent	a b ʁ a z
abraser	a b ʁ a z e
abrasera	a b ʁ a z ʁ a
abraserai	a b ʁ a z ʁ e
abraseraient	a b ʁ a z ʁ ɛ
abraserais	a b ʁ a z ʁ ɛ
abraserait	a b ʁ a z ʁ ɛ
abraseras	a b ʁ a z ʁ a
abraserez	a b ʁ a z ʁ e
abraseriez	a b ʁ a z ə ʁ j e
abraserions	a b ʁ a z ə ʁ j ɔ̃
abraserons	a b ʁ a z ʁ ɔ̃
abraseront	a b ʁ a z ʁ ɔ̃
abrases	a b ʁ a z
abrasez	a b ʁ a z e
abrasiez	a b ʁ a z j e
abrasif	a b ʁ a z i f
abrasifs	a b ʁ a z i f
abrasin	a b ʁ a z ɛ̃
abrasion	a b ʁ a z j ɔ̃
abrasions	a b ʁ a z j ɔ̃
abrasives	a b ʁ a z i v
abrasons	a b ʁ a z ɔ̃
abrasâmes	a b ʁ a z a m
abrasât	a b ʁ a z a
abrasâtes	a b ʁ a z a t
abrasèrent	a b ʁ a z ɛ ʁ
abrasé	a b ʁ a z e
abraxas	a b ʁ a k s a s
abreuva	a b ʁ œ v a
abreuvage	a b ʁ œ v a ʒ
abreuvai	a b ʁ œ v e
abreuvais	a b ʁ œ v ɛ
abreuvait	a b ʁ œ v ɛ
abreuvant	a b ʁ œ v ɑ̃
abreuvas	a b ʁ œ v a
abreuvasse	a b ʁ œ v a s
abreuvassent	a b ʁ œ v a s
abreuvasses	a b ʁ œ v a s
abreuvassiez	a b ʁ œ v a s j e
abreuvassions	a b ʁ œ v a s j ɔ̃
abreuvement	a b ʁ œ v m ɑ̃
abreuvent	a b ʁ œ v
abreuver	a b ʁ œ v e
abreuvera	a b ʁ œ v ʁ a
abreuverai	a b ʁ œ v ʁ e
abreuveraient	a b ʁ œ v ʁ ɛ
abreuverais	a b ʁ œ v ʁ ɛ
abreuverait	a b ʁ œ v ʁ ɛ
abreuveras	a b ʁ œ v ʁ a
abreuverez	a b ʁ œ v ʁ e
abreuveriez	a b ʁ œ v ə ʁ j e
abreuverions	a b ʁ œ v ə ʁ j ɔ̃
abreuverons	a b ʁ œ v ʁ ɔ̃
abreuveront	a b ʁ œ v ʁ ɔ̃
abreuves	a b ʁ œ v
abreuvez	a b ʁ œ v e
abreuviez	a b ʁ œ v j e
abreuvions	a b ʁ œ v j ɔ̃
abreuvoirs	a b ʁ œ v w a ʁ
abreuvons	a b ʁ œ v ɔ̃
abreuvâmes	a b ʁ œ v a m
abreuvât	a b ʁ œ v a
abreuvâtes	a b ʁ œ v a t
abreuvèrent	a b ʁ œ v ɛ ʁ
abreuvée	a b ʁ œ v e
abreuvées	a b ʁ œ v e
abreuvés	a b ʁ œ v e
abria	a b ʁ i j a
abrias	a b ʁ i j a
abribus	a b ʁ i b y s
abricoter	a b ʁ i k ɔ t e
abricotier	a b ʁ i k ɔ t j e
abricotine	a b ʁ i k ɔ t i n
abricoté	a b ʁ i k ɔ t e
abrier	a b ʁ i j e
abrine	a b ʁ i n
abrita	a b ʁ i t a
abritai	a b ʁ i t e
abritais	a b ʁ i t ɛ
abritasse	a b ʁ i t a s
abritassent	a b ʁ i t a s
abritasses	a b ʁ i t a s
abritassiez	a b ʁ i t a s j e
abritassions	a b ʁ i t a s j ɔ̃
abritera	a b ʁ i t ʁ a
abriterai	a b ʁ i t ʁ e
abriteraient	a b ʁ i t ʁ ɛ
abriterais	a b ʁ i t ʁ ɛ
abriterait	a b ʁ i t ʁ ɛ
abriteras	a b ʁ i t ʁ a
abriterez	a b ʁ i t ʁ e
abriteriez	a b ʁ i t ə ʁ j e
abriterions	a b ʁ i t ə ʁ j ɔ̃
abriterons	a b ʁ i t ʁ ɔ̃
abriteront	a b ʁ i t ʁ ɔ̃
abrites	a b ʁ i t
abritez	a b ʁ i t e
abritiez	a b ʁ i t j e
abritions	a b ʁ i t j ɔ̃
abritons	a b ʁ i t ɔ̃
abritâmes	a b ʁ i t a m
abritât	a b ʁ i t a
abritâtes	a b ʁ i t a t
abritèrent	a b ʁ i t ɛ ʁ
abrivade	a b ʁ i v a d
abrivado	a b ʁ i v a d o
abrivent	a b ʁ i v ɑ̃
abriât	a b ʁ i j a
abrogateur	a b ʁ ɔ ɡ a t œ ʁ
abrogatif	a b ʁ ɔ ɡ a t i f
abrogations	a b ʁ ɔ ɡ a s j ɔ̃
abrogative	a b ʁ ɔ ɡ a t i v
abrogatoire	a b ʁ ɔ ɡ a t w a ʁ
abrogatrice	a b ʁ ɔ ɡ a t ʁ i s
abroge	a b ʁ ɔ ʒ
abrogea	a b ʁ ɔ ʒ a
abrogeable	a b ʁ ɔ ʒ a b l
abrogeables	a b ʁ ɔ ʒ a b l
abrogeai	a b ʁ ɔ ʒ e
abrogeaient	a b ʁ ɔ ʒ ɛ
abrogeais	a b ʁ ɔ ʒ ɛ
abrogeait	a b ʁ ɔ ʒ ɛ
abrogeant	a b ʁ ɔ ʒ ɑ̃
abrogeas	a b ʁ ɔ ʒ a
abrogeasse	a b ʁ ɔ ʒ a s
abrogeassent	a b ʁ ɔ ʒ a s
abrogeasses	a b ʁ ɔ ʒ a s
abrogeassiez	a b ʁ ɔ ʒ a s j e
abrogeassions	a b ʁ ɔ ʒ a s j ɔ̃
abrogent	a b ʁ ɔ ʒ
abrogeons	a b ʁ ɔ ʒ ɔ̃
abroger	a b ʁ ɔ ʒ e
abrogera	a b ʁ ɔ ʒ ʁ a
abrogerai	a b ʁ ɔ ʒ ʁ e
abrogeraient	a b ʁ ɔ ʒ ʁ ɛ
abrogerais	a b ʁ ɔ ʒ ʁ ɛ
abrogerait	a b ʁ ɔ ʒ ʁ ɛ
abrogeras	a b ʁ ɔ ʒ ʁ a
abrogerez	a b ʁ ɔ ʒ ʁ e
abrogeriez	a b ʁ ɔ ʒ ə ʁ j e
abrogerions	a b ʁ ɔ ʒ ə ʁ j ɔ̃
abrogerons	a b ʁ ɔ ʒ ʁ ɔ̃
abrogeront	a b ʁ ɔ ʒ ʁ ɔ̃
abroges	a b ʁ ɔ ʒ
abrogez	a b ʁ ɔ ʒ e
abrogeâmes	a b ʁ ɔ ʒ a m
abrogeât	a b ʁ ɔ ʒ a
abrogeâtes	a b ʁ ɔ ʒ a t
abrogiez	a b ʁ ɔ ʒ j e
abrogions	a b ʁ ɔ ʒ j ɔ̃
abrogèrent	a b ʁ ɔ ʒ ɛ ʁ
abrogées	a b ʁ ɔ ʒ e
abrogés	a b ʁ ɔ ʒ e
abrotone	a b ʁ ɔ t ɔ n
abrotones	a b ʁ ɔ t ɔ n
abrouti	a b ʁ u t i
abroutir	a b ʁ u t i ʁ
abroutira	a b ʁ u t i ʁ a
abroutirai	a b ʁ u t i ʁ e
abroutiraient	a b ʁ u t i ʁ ɛ
abroutirais	a b ʁ u t i ʁ ɛ
abroutirait	a b ʁ u t i ʁ ɛ
abroutiras	a b ʁ u t i ʁ a
abroutirent	a b ʁ u t i ʁ
abroutirez	a b ʁ u t i ʁ e
abroutiriez	a b ʁ u t i ʁ j e
abroutirions	a b ʁ u t i ʁ j ɔ̃
abroutirons	a b ʁ u t i ʁ ɔ̃
abroutiront	a b ʁ u t i ʁ ɔ̃
abroutis	a b ʁ u t i
abroutissaient	a b ʁ u t i s ɛ
abroutissais	a b ʁ u t i s ɛ
abroutissait	a b ʁ u t i s ɛ
abroutissant	a b ʁ u t i s ɑ̃
abroutisse	a b ʁ u t i s
abroutissent	a b ʁ u t i s
abroutisses	a b ʁ u t i s
abroutissez	a b ʁ u t i s e
abroutissiez	a b ʁ u t i s j e
abroutissions	a b ʁ u t i s j ɔ̃
abroutissons	a b ʁ u t i s ɔ̃
abroutit	a b ʁ u t i
abroutîmes	a b ʁ u t i m
abroutît	a b ʁ u t i
abroutîtes	a b ʁ u t i t
abruptement	a b ʁ y p t ə m ɑ̃
abrute	a b ʁ y t
abrutie	a b ʁ y t i
abrutir	a b ʁ y t i ʁ
abrutira	a b ʁ y t i ʁ a
abrutirai	a b ʁ y t i ʁ e
abrutiraient	a b ʁ y t i ʁ ɛ
abrutirais	a b ʁ y t i ʁ ɛ
abrutirait	a b ʁ y t i ʁ ɛ
abrutiras	a b ʁ y t i ʁ a
abrutirent	a b ʁ y t i ʁ
abrutirez	a b ʁ y t i ʁ e
abrutiriez	a b ʁ y t i ʁ j e
abrutirions	a b ʁ y t i ʁ j ɔ̃
abrutirons	a b ʁ y t i ʁ ɔ̃
abrutiront	a b ʁ y t i ʁ ɔ̃
abrutis	a b ʁ y t i
abrutissaient	a b ʁ y t i s ɛ
abrutissais	a b ʁ y t i s ɛ
abrutissait	a b ʁ y t i s ɛ
abrutisse	a b ʁ y t i s
abrutissement	a b ʁ y t i s m ɑ̃
abrutissent	a b ʁ y t i s
abrutisses	a b ʁ y t i s
abrutissez	a b ʁ y t i s e
abrutissiez	a b ʁ y t i s j e
abrutissime	a b ʁ y t i s i m
abrutissimes	a b ʁ y t i s i m
abrutissions	a b ʁ y t i s j ɔ̃
abrutissons	a b ʁ y t i s ɔ̃
abrutit	a b ʁ y t i
abrutîmes	a b ʁ y t i m
abrutît	a b ʁ y t i
abrutîtes	a b ʁ y t i t
abruzzais	a b ʁ y z ɛ
abruzzes	a b ʁ y z
abrège	a b ʁ ɛ ʒ
abrègement	a b ʁ ɛ ʒ m ɑ̃
abréactif	a b ʁ e a k t i f
abréaction	a b ʁ e a k s j ɔ̃
abréagi	a b ʁ e a ʒ i
abréagir	a b ʁ e a ʒ i ʁ
abréagira	a b ʁ e a ʒ i ʁ a
abréagirai	a b ʁ e a ʒ i ʁ e
abréagiraient	a b ʁ e a ʒ i ʁ ɛ
abréagirais	a b ʁ e a ʒ i ʁ ɛ
abréagirait	a b ʁ e a ʒ i ʁ ɛ
abréagiras	a b ʁ e a ʒ i ʁ a
abréagirent	a b ʁ e a ʒ i ʁ
abréagirez	a b ʁ e a ʒ i ʁ e
abréagiriez	a b ʁ e a ʒ i ʁ j e
abréagirions	a b ʁ e a ʒ i ʁ j ɔ̃
abréagirons	a b ʁ e a ʒ i ʁ ɔ̃
abréagiront	a b ʁ e a ʒ i ʁ ɔ̃
abréagis	a b ʁ e a ʒ i
abréagissaient	a b ʁ e a ʒ i s ɛ
abréagissais	a b ʁ e a ʒ i s ɛ
abréagissait	a b ʁ e a ʒ i s ɛ
abréagissant	a b ʁ e a ʒ i s ɑ̃
abréagisse	a b ʁ e a ʒ i s
abréagissent	a b ʁ e a ʒ i s
abréagisses	a b ʁ e a ʒ i s
abréagissez	a b ʁ e a ʒ i s e
abréagissiez	a b ʁ e a ʒ i s j e
abréagissions	a b ʁ e a ʒ i s j ɔ̃
abréagissons	a b ʁ e a ʒ i s ɔ̃
abréagit	a b ʁ e a ʒ i
abréagîmes	a b ʁ e a ʒ i m
abréagît	a b ʁ e a ʒ i
abréagîtes	a b ʁ e a ʒ i t
abrégeai	a b ʁ e ʒ e
abrégeaient	a b ʁ e ʒ ɛ
abrégeas	a b ʁ e ʒ a
abrégeassent	a b ʁ e ʒ a s
abrégeasses	a b ʁ e ʒ a s
abrégeassiez	a b ʁ e ʒ a s j e
abrégeassions	a b ʁ e ʒ a s j ɔ̃
abrégement	a b ʁ ɛ ʒ m ɑ̃
abrégeâmes	a b ʁ e ʒ a m
abrégeât	a b ʁ e ʒ a
abrégeâtes	a b ʁ e ʒ a t
abrégiez	a b ʁ e ʒ j e
abrégions	a b ʁ e ʒ j ɔ̃
abrégèrent	a b ʁ e ʒ ɛ ʁ
abrégées	a b ʁ e ʒ e
abrégément	a b ʁ e ʒ e m ɑ̃
abrégés	a b ʁ e ʒ e
abréviateur	a b ʁ e v j a t œ ʁ
abréviatif	a b ʁ e v j a t i f
abréviativement	a b ʁ e v j a t i v m ɑ̃
abrévier	a b ʁ e v j e
abréviez	a b ʁ e v j e
abrévié	a b ʁ e v j e
absalom	a p s a l ɔ m
absalonien	a p s a l ɔ n j ɛ̃
abscisse	a p s i s
abscission	a p s i s j ɔ̃
abscissions	a p s i s j ɔ̃
absconder	a p s k ɔ̃ d e
abscondes	a p s k ɔ̃ d
abscons	a p s k ɔ̃
absconse	a p s k ɔ̃ s
absconser	a p s k ɔ̃ s e
absence	a p s ɑ̃ s
absenta	a p s ɑ̃ t a
absentai	a p s ɑ̃ t e
absentaient	a p s ɑ̃ t ɛ
absentais	a p s ɑ̃ t ɛ
absentait	a p s ɑ̃ t ɛ
absentant	a p s ɑ̃ t ɑ̃
absentas	a p s ɑ̃ t a
absentasse	a p s ɑ̃ t a s
absentassent	a p s ɑ̃ t a s
absentasses	a p s ɑ̃ t a s
absentassiez	a p s ɑ̃ t a s j e
absentassions	a p s ɑ̃ t a s j ɔ̃
absente	a p s ɑ̃ t
absentent	a p s ɑ̃ t
absenter	a p s ɑ̃ t e
absentera	a p s ɑ̃ t ʁ a
absenterai	a p s ɑ̃ t ʁ e
absenteraient	a p s ɑ̃ t ʁ ɛ
absenterais	a p s ɑ̃ t ʁ ɛ
absenteras	a p s ɑ̃ t ʁ a
absenterez	a p s ɑ̃ t ʁ e
absenteriez	a p s ɑ̃ t ə ʁ j e
absenterions	a p s ɑ̃ t ə ʁ j ɔ̃
absenterons	a p s ɑ̃ t ʁ ɔ̃
absenteront	a p s ɑ̃ t ʁ ɔ̃
absentez	a p s ɑ̃ t e
absentiez	a p s ɑ̃ t j e
absentions	a p s ɑ̃ t j ɔ̃
absentons	a p s ɑ̃ t ɔ̃
absentâmes	a p s ɑ̃ t a m
absentât	a p s ɑ̃ t a
absentâtes	a p s ɑ̃ t a t
absentèrent	a p s ɑ̃ t ɛ ʁ
absenté	a p s ɑ̃ t e
absentée	a p s ɑ̃ t e
absentées	a p s ɑ̃ t e
absentéiste	a p s ɑ̃ t e i s t
absentés	a p s ɑ̃ t e
absidal	a p s i d a l
abside	a p s i d
absides	a p s i d
absidial	a p s i d j a l
absidiale	a p s i d j a l
absidiole	a p s i d j ɔ l
absinthes	a p s ɛ̃ t
absinthique	a p s ɛ̃ t i k
absinthisme	a p s ɛ̃ t i s m
absinthé	a p s ɛ̃ t e
absinthée	a p s ɛ̃ t e
absolu	a p s ɔ l y
absolue	a p s ɔ l y
absolues	a p s ɔ l y
absolument	a p s ɔ l y m ɑ̃
absolus	a p s ɔ l y
absoluteur	a p s ɔ l y t œ ʁ
absolutif	a p s ɔ l y t i f
absolution	a p s ɔ l y s j ɔ̃
absolutions	a p s ɔ l y s j ɔ̃
absolutiser	a p s ɔ l y t i z e
absolutisme	a p s ɔ l y t i s m
absolutismes	a p s ɔ l y t i s m
absolutiste	a p s ɔ l y t i s t
absolutistes	a p s ɔ l y t i s t
absolutoire	a p s ɔ l y t w a ʁ
absolutrice	a p s ɔ l y t ʁ i s
absolvait	a p s ɔ l v ɛ
absolvez	a p s ɔ l v e
absorbable	a p s ɔ ʁ b a b l
absorbables	a p s ɔ ʁ b a b l
absorbai	a p s ɔ ʁ b e
absorbais	a p s ɔ ʁ b ɛ
absorbance	a p s ɔ ʁ b ɑ̃ s
absorbances	a p s ɔ ʁ b ɑ̃ s
absorbantes	a p s ɔ ʁ b ɑ̃ t
absorbas	a p s ɔ ʁ b a
absorbasse	a p s ɔ ʁ b a s
absorbassent	a p s ɔ ʁ b a s
absorbasses	a p s ɔ ʁ b a s
absorbassiez	a p s ɔ ʁ b a s j e
absorbassions	a p s ɔ ʁ b a s j ɔ̃
absorbera	a p s ɔ ʁ b ə ʁ a
absorberai	a p s ɔ ʁ b ə ʁ e
absorberaient	a p s ɔ ʁ b ə ʁ ɛ
absorberais	a p s ɔ ʁ b ə ʁ ɛ
absorberait	a p s ɔ ʁ b ə ʁ ɛ
absorberas	a p s ɔ ʁ b ə ʁ a
absorberez	a p s ɔ ʁ b ə ʁ e
absorberiez	a p s ɔ ʁ b ə ʁ j e
absorberions	a p s ɔ ʁ b ə ʁ j ɔ̃
absorberons	a p s ɔ ʁ b ə ʁ ɔ̃
absorberont	a p s ɔ ʁ b ə ʁ ɔ̃
absorbes	a p s ɔ ʁ b
absorbeur	a p s ɔ ʁ b œ ʁ
absorbez	a p s ɔ ʁ b e
absorbiez	a p s ɔ ʁ b j e
absorbions	a p s ɔ ʁ b j ɔ̃
absorbons	a p s ɔ ʁ b ɔ̃
absorbâmes	a p s ɔ ʁ b a m
absorbât	a p s ɔ ʁ b a
absorbâtes	a p s ɔ ʁ b a t
absorbèrent	a p s ɔ ʁ b ɛ ʁ
absorptivité	a p s ɔ ʁ p t i v i t e
absorptivités	a p s ɔ ʁ p t i v i t e
absoudrai	a p s u d ʁ e
abstention	a p s t ɑ̃ s j ɔ̃
abstentionnisme	a p s t ɑ̃ s j ɔ n i s m
abstentionniste	a p s t ɑ̃ s j ɔ n i s t
abstersif	a p s t ɛ ʁ s i f
abstinent	a p s t i n ɑ̃
abstinents	a p s t i n ɑ̃
abstracteur	a p s t ʁ a k t œ ʁ
abstractif	a p s t ʁ a k t i f
abstractionnisme	a p s t ʁ a k s j ɔ n i s m
abstractionnismes	a p s t ʁ a k s j ɔ n i s m
abstractionniste	a p s t ʁ a k s j ɔ n i s t
abstractions	a p s t ʁ a k s j ɔ̃
abstractive	a p s t ʁ a k t i v
abstractivement	a p s t ʁ a k t i v m ɑ̃
abstractives	a p s t ʁ a k t i v
abstraie	a p s t ʁ ɛ
abstraient	a p s t ʁ ɛ
abstraies	a p s t ʁ ɛ
abstraira	a p s t ʁ e ʁ a
abstrairai	a p s t ʁ e ʁ e
abstrairaient	a p s t ʁ e ʁ ɛ
abstrairais	a p s t ʁ e ʁ ɛ
abstrairait	a p s t ʁ e ʁ ɛ
abstrairas	a p s t ʁ e ʁ a
abstraire	a p s t ʁ ɛ ʁ
abstrairez	a p s t ʁ e ʁ e
abstrairiez	a p s t ʁ e ʁ j e
abstrairions	a p s t ʁ e ʁ j ɔ̃
abstrairons	a p s t ʁ e ʁ ɔ̃
abstrairont	a p s t ʁ e ʁ ɔ̃
abstrais	a p s t ʁ ɛ
abstraite	a p s t ʁ ɛ t
abstraitement	a p s t ʁ ɛ t m ɑ̃
abstraits	a p s t ʁ ɛ
abstrayaient	a p s t ʁ e j ɛ
abstrayais	a p s t ʁ e j ɛ
abstrayait	a p s t ʁ e j ɛ
abstrayant	a p s t ʁ e j ɑ̃
abstrayez	a p s t ʁ e j e
abstrayiez	a p s t ʁ ɛ j j e
abstrayions	a p s t ʁ ɛ j j ɔ̃
abstrayons	a p s t ʁ e j ɔ̃
abstrus	a p s t ʁ y
abstruse	a p s t ʁ y z
abstème	a p s t ɛ m
abstèmes	a p s t ɛ m
absurdement	a p s y ʁ d ə m ɑ̃
absurdie	a p s y ʁ d i
abugida	a b u ɡ i d a
abusai	a b y z e
abusaient	a b y z ɛ
abusais	a b y z ɛ
abusas	a b y z a
abusasse	a b y z a s
abusassent	a b y z a s
abusasses	a b y z a s
abusassiez	a b y z a s j e
abusassions	a b y z a s j ɔ̃
abusera	a b y z ʁ a
abuserai	a b y z ʁ e
abuseraient	a b y z ʁ ɛ
abuserais	a b y z ʁ ɛ
abuserait	a b y z ʁ ɛ
abuseras	a b y z ʁ a
abuserez	a b y z ʁ e
abuseriez	a b y z ə ʁ j e
abuserions	a b y z ə ʁ j ɔ̃
abuserons	a b y z ʁ ɔ̃
abuseront	a b y z ʁ ɔ̃
abuseuse	a b y z ø z
abusiez	a b y z j e
abusifs	a b y z i f
abusions	a b y z j ɔ̃
abusive	a b y z i v
abusivement	a b y z i v m ɑ̃
abusâmes	a b y z a m
abusât	a b y z a
abusâtes	a b y z a t
abusèrent	a b y z ɛ ʁ
abusées	a b y z e
abusés	a b y z e
abutilon	a b y t i l ɔ̃
abutyrotomofilogène	a b y t i ʁ ɔ t ɔ m ɔ f i l ɔ ʒ ɛ n
abyme	a b i m
abyssal	a b i s a l
abyssale	a b i s a l
abyssales	a b i s a l
abyssaux	a b i s o
abysse	a b i s
abysses	a b i s
abyssin	a b i s ɛ̃
abyssinie	a b i s i n i
abyssinien	a b i s i n j ɛ̃
abyssinienne	a b i s i n j ɛ n
abyssiniennes	a b i s i n j ɛ n
abyssiniens	a b i s i n j ɛ̃
abyssopélagique	a b i s o p e l a ʒ i k
abâtardi	a b a t a ʁ d i
abâtardie	a b a t a ʁ d i
abâtardir	a b a t a ʁ d i ʁ
abâtardirais	a b a t a ʁ d i ʁ ɛ
abâtardiras	a b a t a ʁ d i ʁ a
abâtardirent	a b a t a ʁ d i ʁ
abâtardis	a b a t a ʁ d i
abâtardissais	a b a t a ʁ d i s ɛ
abâtardisse	a b a t a ʁ d i s
abâtardissements	a b a t a ʁ d i s m ɑ̃
abécédaire	a b e s e d ɛ ʁ
abée	a b e
abélard	a b e l a ʁ
abélia	a b e l j a
abélianiser	a b e l j a n i z e
abélie	a b e l i
abélien	a b e l j ɛ̃
abéliser	a b e l i z e
abélite	a b e l i t
abélonien	a b e l ɔ n j ɛ̃
abénaquis	a b e n a k i
abérier	a b e ʁ j e
abêti	a b e t i
abêtie	a b e t i
abêties	a b e t i
abêtifier	a b e t i f j e
abêtir	a b e t i ʁ
abêtira	a b e t i ʁ a
abêtirai	a b e t i ʁ e
abêtiraient	a b e t i ʁ ɛ
abêtirais	a b e t i ʁ ɛ
abêtirait	a b e t i ʁ ɛ
abêtiras	a b e t i ʁ a
abêtirent	a b e t i ʁ
abêtirez	a b e t i ʁ e
abêtiriez	a b e t i ʁ j e
abêtirions	a b e t i ʁ j ɔ̃
abêtirons	a b e t i ʁ ɔ̃
abêtiront	a b e t i ʁ ɔ̃
abêtis	a b e t i
abêtissaient	a b e t i s ɛ
abêtissais	a b e t i s ɛ
abêtissait	a b e t i s ɛ
abêtissant	a b e t i s ɑ̃
abêtisse	a b e t i s
abêtissement	a b e t i s m ɑ̃
abêtissements	a b e t i s m ɑ̃
abêtissent	a b e t i s
abêtisses	a b e t i s
abêtissez	a b e t i s e
abêtissiez	a b e t i s j e
abêtissions	a b e t i s j ɔ̃
abêtissons	a b e t i s ɔ̃
abêtit	a b e t i
abêtîmes	a b e t i m
abêtît	a b e t i
abêtîtes	a b e t i t
abîma	a b i m a
abîmai	a b i m e
abîmais	a b i m ɛ
abîmait	a b i m ɛ
abîmas	a b i m a
abîmasse	a b i m a s
abîmassent	a b i m a s
abîmasses	a b i m a s
abîmassiez	a b i m a s j e
abîmassions	a b i m a s j ɔ̃
abîmera	a b i m ʁ a
abîmerai	a b i m ʁ e
abîmeraient	a b i m ʁ ɛ
abîmerais	a b i m ʁ ɛ
abîmerait	a b i m ʁ ɛ
abîmeras	a b i m ʁ a
abîmerez	a b i m ʁ e
abîmeriez	a b i m ə ʁ j e
abîmerions	a b i m ə ʁ j ɔ̃
abîmerons	a b i m ʁ ɔ̃
abîmeront	a b i m ʁ ɔ̃
abîmez	a b i m e
abîmiez	a b i m j e
abîmions	a b i m j ɔ̃
abîmons	a b i m ɔ̃
abîmâmes	a b i m a m
abîmât	a b i m a
abîmâtes	a b i m a t
abîmèrent	a b i m ɛ ʁ
abŷme	a b i m
abŷmes	a b i m
acabit	a k a b i
acadiana	a k a d j a n a
acadie	a k a d i
acadien	a k a d j ɛ̃
acadienne	a k a d j ɛ n
académicienne	a k a d e m i s j ɛ n
académiquement	a k a d e m i k m ɑ̃
académisable	a k a d e m i z a b l
académiser	a k a d e m i z e
académisme	a k a d e m i s m
acafalé	a k a f a l e
acafalée	a k a f a l e
acagnarder	a k a ɲ a ʁ d e
acajous	a k a ʒ u
acalifourchonné	a k a l i f u ʁ ʃ ɔ n e
acalifourchonnée	a k a l i f u ʁ ʃ ɔ n e
acalorique	a k a l ɔ ʁ i k
acanthe	a k ɑ̃ t
acanthes	a k ɑ̃ t
acanthocarpe	a k ɑ̃ t ɔ k a ʁ p
acanthopode	a k ɑ̃ t ɔ p ɔ d
acanthoptérygien	a k ɑ̃ t ɔ p t e ʁ i ʒ j ɛ̃
acanthure	a k ɑ̃ t y ʁ
acanthé	a k ɑ̃ t e
acanthée	a k ɑ̃ t e
acanthées	a k ɑ̃ t e
acanthés	a k ɑ̃ t e
acantoïde	a k ɑ̃ t ɔ i d
acapsulé	a k a p s y l e
acapsulée	a k a p s y l e
acarbose	a k a ʁ b o z
acardiaque	a k a ʁ d j a k
acaricide	a k a ʁ i s i d
acarien	a k a ʁ j ɛ̃
acariens	a k a ʁ j ɛ̃
acariâtres	a k a ʁ j a t ʁ
acarnanie	a k a ʁ n a n i
acarologie	a k a ʁ ɔ l ɔ ʒ i
acarologies	a k a ʁ ɔ l ɔ ʒ i
acarologique	a k a ʁ ɔ l ɔ ʒ i k
acarophobie	a k a ʁ ɔ f ɔ b i
acarpe	a k a ʁ p
acastilleur	a k a s t i j œ ʁ
acatalecte	a k a t a l ɛ k t
acatalectique	a k a t a l ɛ k t i k
acataleptique	a k a t a l ɛ p t i k
acathisique	a k a t i z i k
acatholique	a k a t ɔ l i k
acathésique	a k a t e z i k
acatène	a k a t ɛ n
acaule	a k o l
acausal	a k o z a l
accablai	a k a b l e
accablais	a k a b l ɛ
accablas	a k a b l a
accablasse	a k a b l a s
accablassent	a k a b l a s
accablasses	a k a b l a s
accablassiez	a k a b l a s j e
accablassions	a k a b l a s j ɔ̃
accablera	a k a b l ə ʁ a
accablerai	a k a b l ə ʁ e
accablerais	a k a b l ə ʁ ɛ
accablerait	a k a b l ə ʁ ɛ
accableras	a k a b l ə ʁ a
accablerez	a k a b l ə ʁ e
accableriez	a k a b l ə ʁ j e
accablerions	a k a b l ə ʁ j ɔ̃
accablerons	a k a b l ə ʁ ɔ̃
accableront	a k a b l ə ʁ ɔ̃
accables	a k a b l
