de	d e
iubit	j u b i t
kilometri	k i l o m e t r i
las	l a s
liceu	l i t͡ʃ e w
minunat	m i n u n a t
mănăstirea	m ə n ə s t i r e̯ a
necesară	n e t͡ʃ e s a r ə
ok	o k
parlamentare	p a r l a m e n t a r e
pielea	p j e l e̯ a
presă	p r e s ə
proiecte	p r o j e k t e
promovarea	p r o m o v a r e̯ a
puține	p u t͡s i n e
reprezentat	r e p r e z e n t a t
rețeaua	r e t͡s e̯ a w a
roma	r o m a
sectorul	s e k t o r u
specială	s p e t͡ʃ i a l ə
studiile	s t u d i i l e
sănătate	s ə n ə t a t e
textul	t e k s t u
universitar	u n i v e r s i t a r
usor	u s o r
valori	v a l o rʲ
științe	ʃ t i i n t͡s e
acceptat	a k t͡ʃ e p t a t
apropie	a p r o p i e
arate	a r a t e
arestat	a r e s t a t
articolul	a r t i k o l u
așteptăm	a ʃ t e p t ə m
concert	k o n t͡ʃ e r t
constă	k o n s t ə
culoarea	k u l o̯ a r e̯ a
decizie	d e t͡ʃ i z i e
desfășoară	d e s f ə ʃ o̯ a r ə
distrus	d i s t r u s
electrică	e l e k t r i k ə
eric	e r i k
invitat	i n v i t a t
lider	l i d e r
mamei	m a m e j
medicale	m e d i k a l e
metode	m e t o d e
militară	m i l i t a r ə
misiunea	m i s i u n e̯ a
noului	n o w l u j
pleacă	p l e̯ a k ə
poliției	p o l i t͡s i e j
populară	p o p u l a r ə
programe	p r o ɡ r a m e
punem	p u n e m
păcat	p ə k a t
pământului	p ə m ɨ n t u l u j
sportiv	s p o r t i v
tara	t a r a
up	u p
înțelegere	ɨ n t͡s e l e d͡ʒ e r e
știam	ʃ t i a m
carl	k a r l
cateva	k a t e v a
clădire	k l ə d i r e
comunist	k o m u n i s t
cursuri	k u r s u rʲ
dați	d a t͡sʲ
dinamo	d i n a m o
domenii	d o m e n i j
durata	d u r a t a
favoarea	f a v o̯ a r e̯ a
forțele	f o r t͡s e l e
găsească	ɡ ə s e̯ a s k ə
găsiți	ɡ ə s i t͡sʲ
imaginea	i m a d͡ʒ i n e̯ a
insula	i n s u l a
limita	l i m i t a
lupte	l u p t e
modele	m o d e l e
noastra	n o̯ a s t r a
oficiale	o f i t͡ʃ i a l e
ovidiu	o v i d j u
popa	p o p a
preluat	p r e l u a t
profil	p r o f i l
puteti	p u t e tʲ
raportul	r a p o r t u
rusiei	r u s i e j
scorul	s k o r u
secunde	s e k u n d e
secția	s e k t͡s i a
similare	s i m i l a r e
sir	s i r
specialitate	s p e t͡ʃ i a l i t a t e
temperatura	t e m p e r a t u r a
trăi	t r ə i
trăiește	t r ə j e ʃ t e
viteza	v i t e z a
voastră	v o̯ a s t r ə
arte	a r t e
arthur	a r t h u r
bărbatul	b ə r b a t u
capacitate	k a p a t͡ʃ i t a t e
cercetări	t͡ʃ e r t͡ʃ e t ə rʲ
city	t͡ʃ i t i
construcția	k o n s t r u k t͡s i a
construcție	k o n s t r u k t͡s i e
discutat	d i s k u t a t
drepturilor	d r e p t u r i l o r
economia	e k o n o m i a
etapa	e t a p a
fantastic	f a n t a s t i k
grele	ɡ r e l e
grija	ɡ r i ʒ a
găsești	ɡ ə s e ʃ tʲ
locuitori	l o k u i t o rʲ
marian	m a r i a n
meciuri	m e t͡ʃʲ u rʲ
mișcarea	m i ʃ k a r e̯ a
modernă	m o d e r n ə
mondiale	m o n d i a l e
national	n a t i o n a l
petrece	p e t r e t͡ʃ e
politici	p o l i t i t͡ʃʲ
proprietatea	p r o p r i e t a t e̯ a
părere	p ə r e r e
refuzat	r e f u z a t
responsabil	r e s p o n s a b i l
restaurant	r e s t a u r a n t
românii	r o m ɨ n i j
soarelui	s o̯ a r e l u j
subiect	s u b j e k t
termină	t e r m i n ə
transformat	t r a n s f o r m a t
tânără	t ɨ n ə r ə
înființarea	ɨ n f i i n t͡s a r e̯ a
anumită	a n u m i t ə
cupa	k u p a
căpitanul	k ə p i t a n u
căutat	k ə u t a t
durerea	d u r e r e̯ a
element	e l e m e n t
filmului	f i l m u l u j
inceput	i n t͡ʃ e p u t
institutului	i n s t i t u t u l u j
instrumente	i n s t r u m e n t e
liderul	l i d e r u
localitate	l o k a l i t a t e
mediului	m e d i u l u j
mergem	m e r d͡ʒ e m
naturii	n a t u r i j
numărului	n u m ə r u l u j
organizate	o r ɡ a n i z a t e
organizația	o r ɡ a n i z a t͡s i a
părțile	p ə r t͡s i l e
păstrează	p ə s t r e̯ a z ə
relativ	r e l a t i v
religioase	r e l i d͡ʒ o̯ a s e
ridicată	r i d i k a t ə
slab	s l a b
tehnice	t e h n i t͡ʃ e
tone	t o n e
tradiționale	t r a d i t͡s i o n a l e
urmând	u r m ɨ n d
vazut	v a z u t
victorie	v i k t o r i e
vina	v i n a
voturi	v o t u rʲ
șansa	ʃ a n s a
actual	a k t u a l
aflăm	a f l ə m
analiza	a n a l i z a
banca	b a n k a
completă	k o m p l e t ə
conformitate	k o n f o r m i t a t e
conțin	k o n t͡s i n
dosarul	d o s a r u
dreaptă	d r e̯ a p t ə
festival	f e s t i v a l
fiți	f i t͡sʲ
flori	f l o rʲ
incluse	i n k l u s e
locurile	l o k u r i l e
lucrărilor	l u k r ə r i l o r
major	m a ʒ o r
malul	m a l u
memoria	m e m o r i a
moare	m o̯ a r e
mării	m ə r i j
măsuri	m ə s u rʲ
navă	n a v ə
obișnuit	o b i ʃ n u i t
organizată	o r ɡ a n i z a t ə
preț	p r e t͡s
purtat	p u r t a t
puterii	p u t e r i j
realitate	r e a l i t a t e
reală	r e̯ a l ə
schimbarea	s k i m b a r e̯ a
scrisoare	s k r i s o̯ a r e
sexy	s e k s i
simon	s i m o n
superioară	s u p e r i o̯ a r ə
tema	t e m a
turistice	t u r i s t i t͡ʃ e
șansă	ʃ a n s ə
apărării	a p ə r ə r i j
armatei	a r m a t e j
cariera	k a r i e r a
categorie	k a t e ɡ o r i e
cetatea	t͡ʃ e t a t e̯ a
chicago	k i k a ɡ o
clădirea	k l ə d i r e̯ a
clădiri	k l ə d i rʲ
complex	k o m p l e k s
conflict	k o n f l i k t
dezvoltării	d e z v o l t ə r i j
dorește	d o r e ʃ t e
durată	d u r a t ə
eliberat	e l i b e r a t
energia	e n e r d͡ʒ i a
exclusiv	e k s k l u s i v
expoziția	e k s p o z i t͡s i a
fetele	f e t e l e
finala	f i n a l a
financiar	f i n a n t͡ʃ i a r
fundația	f u n d a t͡s i a
generalul	d͡ʒ e n e r a l u
iese	j e s e
importanță	i m p o r t a n t͡s ə
intrare	i n t r a r e
ligii	l i d͡ʒ i j
locuitorii	l o k u i t o r i j
news	n j u s
polițiști	p o l i t͡s i ʃ tʲ
primei	p r i m e j
programului	p r o ɡ r a m u l u j
regia	r e d͡ʒ i a
satului	s a t u l u j
secrete	s e k r e t e
secțiunea	s e k t͡s i u n e̯ a
slujba	s l u ʒ b a
străini	s t r ə i nʲ
suma	s u m a
tratamentul	t r a t a m e n t u
unirii	u n i r i j
știa	ʃ t i a
bărbații	b ə r b a t͡s i j
centre	t͡ʃ e n t r e
concurs	k o n k u r s
considerată	k o n s i d e r a t ə
decenii	d e t͡ʃ e n i j
distribuție	d i s t r i b u t͡s i e
efecte	e f e k t e
elementele	e l e m e n t e l e
emil	e m i l
faca	f a k a
fosta	f o s t a
iasă	j a s ə
implică	i m p l i k ə
joe	ʒ o e
medicală	m e d i k a l ə
metodă	m e t o d ə
militari	m i l i t a rʲ
personaje	p e r s o n a ʒ e
plece	p l e t͡ʃ e
pornit	p o r n i t
pregătește	p r e ɡ ə t e ʃ t e
recunosc	r e k u n o s k
referitoare	r e f e r i t o̯ a r e
sorin	s o r i n
spitalul	s p i t a l u
succesul	s u k t͡ʃ e s u
superioare	s u p e r i o̯ a r e
team	t e̯ a m
termeni	t e r m e nʲ
uită	u j t ə
urmărit	u r m ə r i t
ușoară	u ʃ o̯ a r ə
înalte	ɨ n a l t e
accesul	a k t͡ʃ e s u
alegerea	a l e d͡ʒ e r e̯ a
alex	a l e k s
calitatea	k a l i t a t e̯ a
condusă	k o n d u s ə
cărțile	k ə r t͡s i l e
căutarea	k ə u t a r e̯ a
design	d e s i ɡ n
dracu	d r a k u
ducă	d u k ə
efectul	e f e k t u
găsim	ɡ ə s i m
impact	i m p a k t
inclus	i n k l u s
isi	i s i
libertatea	l i b e r t a t e̯ a
lipsit	l i p s i t
medical	m e d i k a l
munții	m u n t͡s i j
obținerea	o b t͡s i n e r e̯ a
private	p r i v a t e
părerea	p ə r e r e̯ a
uităm	u j t ə m
utilizează	u t i l i z e̯ a z ə
ușa	u ʃ a
versiunea	v e r s i u n e̯ a
întâlnește	ɨ n t ɨ l n e ʃ t e
țină	t͡s i n ə
academia	a k a d e m i a
aeroportul	a e r o p o r t u
agent	a d͡ʒ e n t
arata	a r a t a
ascuns	a s k u n s
aștept	a ʃ t e p t
bazează	b a z e̯ a z ə
băieți	b ə j e t͡sʲ
camere	k a m e r e
carol	k a r o l
categorii	k a t e ɡ o r i j
chris	k r i s
clipă	k l i p ə
colonel	k o l o n e l
construirea	k o n s t r u i r e̯ a
costă	k o s t ə
curții	k u r t͡s i j
efectuate	e f e k t u a t e
formula	f o r m u l a
grade	ɡ r a d e
includ	i n k l u d
introdus	i n t r o d u s
isus	i s u s
majore	m a ʒ o r e
marile	m a r i l e
membrilor	m e m b r i l o r
metoda	m e t o d a
perioade	p e r i o̯ a d e
petre	p e t r e
planurile	p l a n u r i l e
procesului	p r o t͡ʃ e s u l u j
protecția	p r o t e k t͡s i a
puteau	p u t e̯ a w
puțină	p u t͡s i n ə
regulile	r e ɡ u l i l e
remarcat	r e m a r k a t
reprezentând	r e p r e z e n t ɨ n d
romani	r o m a nʲ
semnificativ	s e m n i f i k a t i v
soldați	s o l d a t͡sʲ
turism	t u r i s m
urile	u r i l e
varianta	v a r i a n t a
întâlnirea	ɨ n t ɨ l n i r e̯ a
afacerilor	a f a t͡ʃ e r i l o r
aspecte	a s p e k t e
atras	a t r a s
campanie	k a m p a n i e
civil	t͡ʃ i v i l
contextul	k o n t e k s t u
critică	k r i t i k ə
determinat	d e t e r m i n a t
dinspre	d i n s p r e
directă	d i r e k t ə
dispărut	d i s p ə r u t
dorești	d o r e ʃ tʲ
dovadă	d o v a d ə
drumuri	d r u m u rʲ
eliberarea	e l i b e r a r e̯ a
exemple	e ɡ z e m p l e
finalul	f i n a l u
formează	f o r m e̯ a z ə
impresia	i m p r e s i a
inainte	i n a i n t e
individual	i n d i v i d u a l
jones	ʒ o n e s
locotenent	l o k o t e n e n t
los	l o s
lăsați	l ə s a t͡sʲ
nopții	n o p t͡s i j
note	n o t e
piele	p j e l e
posibilă	p o s i b i l ə
pt	p t
rapidă	r a p i d ə
ray	r e j
red	r e d
regimului	r e d͡ʒ i m u l u j
rele	r e l e
religie	r e l i d͡ʒ i e
ro	r o
scaun	s k a u n
suport	s u p o r t
transportul	t r a n s p o r t u
tras	t r a s
tur	t u r
tânărul	t ɨ n ə r u
ue	u e
vremuri	v r e m u rʲ
zonei	z o n e j
acte	a k t e
ajungem	a ʒ u n d͡ʒ e m
anterioare	a n t e r i o̯ a r e
artist	a r t i s t
aruncat	a r u n k a t
audio	a u d i o
bill	b i l
black	b l e k
capitolul	k a p i t o l u
cartierul	k a r t i e r u
cheie	k e j e
colecția	k o l e k t͡s i a
componente	k o m p o n e n t e
creștine	k r e ʃ t i n e
cruce	k r u t͡ʃ e
cursurile	k u r s u r i l e
drepturi	d r e p t u rʲ
emis	e m i s
epoca	e p o k a
federația	f e d e r a t͡s i a
frații	f r a t͡s i j
grigore	ɡ r i ɡ o r e
internă	i n t e r n ə
legată	l e ɡ a t ə
misiune	m i s i u n e
mobile	m o b i l e
nașterea	n a ʃ t e r e̯ a
necesită	n e t͡ʃ e s i t ə
obținute	o b t͡s i n u t e
parc	p a r k
planuri	p l a n u rʲ
preotul	p r e o t u
principalul	p r i n t͡ʃ i p a l u
regional	r e d͡ʒ i o n a l
resurse	r e s u r s e
romane	r o m a n e
sfânt	s f ɨ n t
substanțe	s u b s t a n t͡s e
tenis	t e n i s
teritoriale	t e r i t o r i a l e
vizitat	v i z i t a t
întregi	ɨ n t r e d͡ʒʲ
înălțime	ɨ n ə l t͡s i m e
adunarea	a d u n a r e̯ a
aduse	a d u s e
ajungi	a ʒ u n d͡ʒʲ
aleg	a l e ɡ
bar	b a r
brian	b r i a n
cererea	t͡ʃ e r e r e̯ a
co	k o
comandantul	k o m a n d a n t u
context	k o n t e k s t
copilului	k o p i l u l u j
credeți	k r e d e t͡sʲ
creștină	k r e ʃ t i n ə
cumpăra	k u m p ə r a
căutare	k ə u t a r e
deschise	d e s k i s e
dovezi	d o v e zʲ
executiv	e ɡ z e k u t i v
festivalului	f e s t i v a l u l u j
folosim	f o l o s i m
frica	f r i k a
insulă	i n s u l ə
jocului	ʒ o k u l u j
linii	l i n i j
majoritate	m a ʒ o r i t a t e
man	m a n
medii	m e d i j
persoanelor	p e r s o̯ a n e l o r
premiu	p r e m j u
profesională	p r o f e s i o n a l ə
referire	r e f e r i r e
scădere	s k ə d e r e
secretar	s e k r e t a r
simple	s i m p l e
simplă	s i m p l ə
sri	s r i
steve	s t e v e
studenți	s t u d e n t͡sʲ
sună	s u n ə
surpriză	s u r p r i z ə
taie	t a j e
tata	t a t a
televizor	t e l e v i z o r
treptat	t r e p t a t
trezit	t r e z i t
urmărește	u r m ə r e ʃ t e
vot	v o t
știri	ʃ t i rʲ
acelasi	a t͡ʃ e l a sʲ
alimentare	a l i m e n t a r e
animalelor	a n i m a l e l o r
asigură	a s i ɡ u r ə
centrului	t͡ʃ e n t r u l u j
cristina	k r i s t i n a
curte	k u r t e
democrat	d e m o k r a t
descrie	d e s k r i e
dezvoltă	d e z v o l t ə
dunării	d u n ə r i j
expoziție	e k s p o z i t͡s i e
global	ɡ l o b a l
iisus	i i s u s
indică	i n d i k ə
introducerea	i n t r o d u t͡ʃ e r e̯ a
ioana	j o̯ a n a
kim	k i m
localități	l o k a l i t ə t͡sʲ
lucreze	l u k r e z e
mass	m a s
paralel	p a r a l e l
parlament	p a r l a m e n t
planeta	p l a n e t a
poporul	p o p o r u
prezentate	p r e z e n t a t e
prețul	p r e t͡s u
primă	p r i m ə
principala	p r i n t͡ʃ i p a l a
regionale	r e d͡ʒ i o n a l e
romanul	r o m a n u
serviciile	s e r v i t͡ʃ i i l e
supraveghere	s u p r a v e ɡ e r e
surprins	s u r p r i n s
teamă	t e̯ a m ə
vinde	v i n d e
vreți	v r e t͡sʲ
încheierea	ɨ n k e j e r e̯ a
științifică	ʃ t i i n t͡s i f i k ə
acordul	a k o r d u
alegi	a l e d͡ʒʲ
analiză	a n a l i z ə
california	k a l i f o r n i a
confirmat	k o n f i r m a t
construită	k o n s t r u i t ə
căsătorie	k ə s ə t o r i e
datoria	d a t o r i a
deputat	d e p u t a t
deputaților	d e p u t a t͡s i l o r
detalii	d e t a l i j
determină	d e t e r m i n ə
discuta	d i s k u t a
durează	d u r e̯ a z ə
estul	e s t u
evrei	e v r e j
fiului	f j u l u j
fondul	f o n d u
frumoasa	f r u m o̯ a s a
hotărârea	h o t ə r ɨ r e̯ a
ies	j e s
istorică	i s t o r i k ə
lase	l a s e
luca	l u k a
minune	m i n u n e
momente	m o m e n t e
participanți	p a r t i t͡ʃ i p a n t͡sʲ
primăria	p r i m ə r i a
primăvara	p r i m ə v a r a
principiul	p r i n t͡ʃ i p i u
reacție	r e a k t͡s i e
renunțat	r e n u n t͡s a t
rezistență	r e z i s t e n t͡s ə
rost	r o s t
sam	s a m
schimbe	s k i m b e
scurte	s k u r t e
separat	s e p a r a t
situată	s i t u a t ə
spectacolul	s p e k t a k o l u
tată	t a t ə
tineretului	t i n e r e t u l u j
trăim	t r ə i m
unitățile	u n i t ə t͡s i l e
urban	u r b a n
utilizare	u t i l i z a r e
viena	v j e n a
xix	k s i k s
ăla	ə l a
alan	a l a n
album	a l b u m
binele	b i n e l e
băiat	b ə j a t
cancer	k a n t͡ʃ e r
carmen	k a r m e n
client	k l i e n t
considerate	k o n s i d e r a t e
constituit	k o n s t i t u i t
creștini	k r e ʃ t i nʲ
definitiv	d e f i n i t i v
devenind	d e v e n i n d
elevi	e l e v i
exprimat	e k s p r i m a t
focul	f o k u
folosească	f o l o s e̯ a s k ə
fostului	f o s t u l u j
gaze	ɡ a z e
goluri	ɡ o l u rʲ
iarna	j a r n a
inițiat	i n i t͡s i a t
inițiativa	i n i t͡s i a t i v a
instrument	i n s t r u m e n t
interesul	i n t e r e s u
maior	m a j o r
matematică	m a t e m a t i k ə
membre	m e m b r e
modificări	m o d i f i k ə rʲ
mulțumim	m u l t͡s u m i m
partener	p a r t e n e r
plătească	p l ə t e̯ a s k ə
propriile	p r o p r i i l e
pusă	p u s ə
păstrat	p ə s t r a t
reușește	r e u ʃ e ʃ t e
revine	r e v i n e
rose	r o s e
rugat	r u ɡ a t
războiului	r ə z b o j u l u j
sigură	s i ɡ u r ə
sportive	s p o r t i v e
tony	t o n i
tradiția	t r a d i t͡s i a
trupa	t r u p a
unic	u n i k
universul	u n i v e r s u
variante	v a r i a n t e
versiune	v e r s i u n e
încerc	ɨ n t͡ʃ e r k
încheie	ɨ n k e j e
activitățile	a k t i v i t ə t͡s i l e
alice	a l i t͡ʃ e
angeles	a n d͡ʒ e l e s
antonescu	a n t o n e s k u
apele	a p e l e
artistice	a r t i s t i t͡ʃ e
aveti	a v e tʲ
bogată	b o ɡ a t ə
complexe	k o m p l e k s e
comunitate	k o m u n i t a t e
câștigă	k ɨ ʃ t i ɡ ə
deosebită	d e o s e b i t ə
disponibile	d i s p o n i b i l e
dispus	d i s p u s
episcop	e p i s k o p
etapă	e t a p ə
facultate	f a k u l t a t e
federației	f e d e r a t͡s i e j
forțelor	f o r t͡s e l o r
group	ɡ r u p
interesează	i n t e r e s e̯ a z ə
iosif	j o s i f
japonia	ʒ a p o n i a
luate	l u a t e
microsoft	m i k r o s o f t
modalitate	m o d a l i t a t e
multumesc	m u l t u m e s k
nave	n a v e
noile	n o j l e
obțină	o b t͡s i n ə
ocazie	o k a z i e
partenerul	p a r t e n e r u
pereche	p e r e k e
poezia	p o e z i a
potențial	p o t e n t͡s i a l
pregătiți	p r e ɡ ə t i t͡sʲ
presiune	p r e s i u n e
puterile	p u t e r i l e
respins	r e s p i n s
ridicate	r i d i k a t e
rock	r o k
roger	r o d͡ʒ e r
sistemele	s i s t e m e l e
spiritul	s p i r i t u
test	t e s t
titluri	t i t l u rʲ
turneul	t u r n e w
ulterioare	u l t e r i o̯ a r e
vacanță	v a k a n t͡s ə
vânătoare	v ɨ n ə t o̯ a r e
întregii	ɨ n t r e d͡ʒ i j
acoperă	a k o p e r ə
actualul	a k t u a l u
administrației	a d m i n i s t r a t͡s i e j
afle	a f l e
antrenor	a n t r e n o r
apucat	a p u k a t
apărarea	a p ə r a r e̯ a
așezat	a ʃ e z a t
bancă	b a n k ə
big	b i ɡ
catre	k a t r e
clasice	k l a s i t͡ʃ e
colecție	k o l e k t͡s i e
comunicare	k o m u n i k a r e
conceptul	k o n t͡ʃ e p t u
concerte	k o n t͡ʃ e r t e
economiei	e k o n o m i e j
efectele	e f e k t e l e
explică	e k s p l i k ə
furat	f u r a t
generație	d͡ʒ e n e r a t͡s i e
industriale	i n d u s t r i a l e
informațiile	i n f o r m a t͡s i i l e
iubește	j u b e ʃ t e
joace	ʒ o̯ a t͡ʃ e
lectură	l e k t u r ə
libere	l i b e r e
literare	l i t e r a r e
marelui	m a r e l u j
me	m e
nordul	n o r d u
oferta	o f e r t a
opinia	o p i n i a
perioadei	p e r i o̯ a d e j
personalități	p e r s o n a l i t ə t͡sʲ
plăcută	p l ə k u t ə
privesc	p r i v e s k
proprie	p r o p r i e
puteri	p u t e rʲ
rezultă	r e z u l t ə
similar	s i m i l a r
soldat	s o l d a t
spectacole	s p e k t a k o l e
sursa	s u r s a
tehnologie	t e h n o l o d͡ʒ i e
tinere	t i n e r e
trăiască	t r ə j a s k ə
variantă	v a r i a n t ə
victime	v i k t i m e
vorbească	v o r b e̯ a s k ə
vorbind	v o r b i n d
închisă	ɨ n k i s ə
înregistrate	ɨ n r e d͡ʒ i s t r a t e
întreabă	ɨ n t r e̯ a b ə
ție	t͡s i e
aceia	a t͡ʃ e j a
administrative	a d m i n i s t r a t i v e
aeriene	a e r i e n e
amintește	a m i n t e ʃ t e
animalele	a n i m a l e l e
aparținând	a p a r t͡s i n ɨ n d
apărea	a p ə r e̯ a
asia	a s i a
bazat	b a z a t
boală	b o̯ a l ə
capitalei	k a p i t a l e j
caracterul	k a r a k t e r u
casele	k a s e l e
cetățeni	t͡ʃ e t ə t͡s e nʲ
comitetului	k o m i t e t u l u j
credit	k r e d i t
creează	k r e e̯ a z ə
cuplu	k u p l u
descoperă	d e s k o p e r ə
diferența	d i f e r e n t͡s a
dovada	d o v a d a
echipele	e k i p e l e
educației	e d u k a t͡s i e j
existe	e ɡ z i s t e
fenomen	f e n o m e n
fine	f i n e
firma	f i r m a
fotografie	f o t o ɡ r a f i e
horia	h o r i a
interesat	i n t e r e s a t
intern	i n t e r n
ionescu	j o n e s k u
irina	i r i n a
locuiesc	l o k u j e s k
masina	m a s i n a
materialul	m a t e r i a l u
mike	m a j k
muntele	m u n t e l e
muzicale	m u z i k a l e
olanda	o l a n d a
per	p e r
pierderea	p j e r d e r e̯ a
play	p l e j
prinde	p r i n d e
provocat	p r o v o k a t
puteam	p u t e̯ a m
părinți	p ə r i n t͡sʲ
rea	r e̯ a
reprezentant	r e p r e z e n t a n t
revin	r e v i n
scăpat	s k ə p a t
severin	s e v e r i n
soției	s o t͡s i e j
structură	s t r u k t u r ə
subiectul	s u b j e k t u
suplimentare	s u p l i m e n t a r e
telefoane	t e l e f o̯ a n e
traducere	t r a d u t͡ʃ e r e
turul	t u r u
viorel	v i o r e l
actele	a k t e l e
asemănătoare	a s e m ə n ə t o̯ a r e
aud	a u d
calculator	k a l k u l a t o r
camerei	k a m e r e j
canada	k a n a d a
cercetarea	t͡ʃ e r t͡ʃ e t a r e̯ a
citește	t͡ʃ i t e ʃ t e
credința	k r e d i n t͡s a
edward	e d w a r d
fratelui	f r a t e l u j
individuale	i n d i v i d u a l e
jean	ʒ e̯ a n
lansare	l a n s a r e
marilor	m a r i l o r
mort	m o r t
navei	n a v e j
organizație	o r ɡ a n i z a t͡s i e
prezentă	p r e z e n t ə
producerea	p r o d u t͡ʃ e r e̯ a
profesionist	p r o f e s i o n i s t
proteja	p r o t e ʒ a
puse	p u s e
record	r e k o r d
revistei	r e v i s t e j
rânduri	r ɨ n d u rʲ
siguranta	s i ɡ u r a n t a
specifică	s p e t͡ʃ i f i k ə
st	s t
stabilirea	s t a b i l i r e̯ a
tehnica	t e h n i k a
tehnici	t e h n i t͡ʃʲ
tradițional	t r a d i t͡s i o n a l
valentin	v a l e n t i n
veniți	v e n i t͡sʲ
vestul	v e s t u
vieți	v j e t͡sʲ
visul	v i s u
vodă	v o d ə
întreb	ɨ n t r e b
actori	a k t o rʲ
anunț	a n u n t͡s
asociat	a s o t͡ʃ i a t
astazi	a s t a zʲ
at	a t
atacul	a t a k u
bucuresti	b u k u r e s tʲ
comitetul	k o m i t e t u
crucea	k r u t͡ʃ e̯ a
curajul	k u r a ʒ u
cursa	k u r s a
cântă	k ɨ n t ə
demult	d e m u l t
deosebite	d e o s e b i t e
deschiderea	d e s k i d e r e̯ a
electronice	e l e k t r o n i t͡ʃ e
en	e n
etape	e t a p e
fabrica	f a b r i k a
factor	f a k t o r
factori	f a k t o rʲ
harta	h a r t a
home	h o m e
hotelul	h o t e l u
importanța	i m p o r t a n t͡s a
india	i n d i a
inspirat	i n s p i r a t
is	i s
legile	l e d͡ʒ i l e
lovitură	l o v i t u r ə
numere	n u m e r e
patrimoniului	p a t r i m o n i u l u j
personalitate	p e r s o n a l i t a t e
podul	p o d u
povești	p o v e ʃ tʲ
prezente	p r e z e n t e
prințul	p r i n t͡s u
probe	p r o b e
proză	p r o z ə
relațiilor	r e l a t͡s i i l o r
sală	s a l ə
soarta	s o̯ a r t a
sol	s o l
sperăm	s p e r ə m
sudul	s u d u
susțin	s u s t͡s i n
tehnologia	t e h n o l o d͡ʒ i a
texte	t e k s t e
transmite	t r a n s m i t e
vechiul	v e k j u
verifica	v e r i f i k a
vremii	v r e m i j
aerul	a e r u
agricultură	a ɡ r i k u l t u r ə
amintit	a m i n t i t
asociate	a s o t͡ʃ i a t e
bilete	b i l e t e
camerele	k a m e r e l e
cantități	k a n t i t ə t͡sʲ
clientul	k l i e n t u
decedat	d e t͡ʃ e d a t
desemnat	d e s e m n a t
dobrogea	d o b r o d͡ʒ e̯ a
educația	e d u k a t͡s i a
electronică	e l e k t r o n i k ə
elizabeth	e l i z a b e t
filmele	f i l m e l e
fix	f i k s
foto	f o t o
fă	f ə
grave	ɡ r a v e
grădina	ɡ r ə d i n a
gândim	ɡ ɨ n d i m
ieșire	j e ʃ i r e
industriei	i n d u s t r i e j
inseamna	i n s e̯ a m n a
literară	l i t e r a r ə
litere	l i t e r e
madrid	m a d r i d
minerale	m i n e r a l e
nato	n a t o
niste	n i s t e
normală	n o r m a l ə
preoți	p r e o t͡sʲ
privirea	p r i v i r e̯ a
