de	d e
çeken	t͡ʃ e c e n
ırak	ɯ ɾ a k
bırakıp	b ɯ ɾ a k ɯ p
diyarbakır	d i j a ɾ b a k ɯ ɾ
dost	d o s t
duruma	d u ɾ u m a
etmeyi	e t m e j i
gecesi	ɟ e d͡ʒ e s i
ilişkiler	i l i ʃ c i l e ɾ
kaldım	k a ɫ d ɯ m
kardeşi	k a ɾ d e ʃ i
köyü	c ø j y
miyim	m i j i m
neye	n e j e
olduğunda	o ɫ d u u n d a
oranda	o ɾ a n d a
sonuçta	s o n u t͡ʃ t a
sürede	s y ɾ e d e
süredir	s y ɾ e d i ɾ
yolunu	j o ɫ u n u
yılından	j ɯ ɫ ɯ n d a n
üretimi	y ɾ e t i m i
derecede	d e ɾ e d͡ʒ e d e
dir	d i ɾ
dizisi	d i z i s i
duygusal	d u j ɡ u s a ɫ
gönderdi	ɟ ø n d e ɾ d i
görülen	ɟ ø ɾ y l e n
günleri	ɟ y n l e ɾ i
güzellik	ɟ y z e l l i c
hayatım	h a j a t ɯ m
hele	h e l e
hikaye	h i k aː j e
hoca	h o d͡ʒ a
kartı	k a ɾ t ɯ
kontrolü	k ɔ n t ɾ o l y
le	l e
listesi	l i s t e s i
modeli	m o d e l i
olurum	o ɫ u ɾ u m
ortasında	o ɾ t a s ɯ n d a
pozitif	p o z i t i f
saati	s a a t i
sevdim	s e v d i m
severim	s e v e ɾ i m
yazıyor	j a z ɯ j o ɾ
çalıştı	t͡ʃ a ɫ ɯ ʃ t ɯ
ölümü	ø l y m y
şehirde	ʃ e h i ɾ d e
akp	a k p
anlamda	a n ɫ a m d a
attığı	a t t ɯ ɯ
açılan	a t͡ʃ ɯ ɫ a n
buradaki	b u ɾ a d a c i
dakikada	d a c i k a d a
dostum	d o s t u m
düz	d y z
etmiştir	e t m i ʃ t i ɾ
etrafında	e t ɾ a f ɯ n d a
geldiğini	ɟ e l d i i n i
işbirliği	i ʃ b i ɾ l i j ɪ
kalma	k a ɫ m a
karşılığında	k a ɾ ʃ ɯ ɫ ɯ ɯ n d a
müdür	m y d y ɾ
olacağız	o ɫ a d͡ʒ a ɯ z
olduk	o ɫ d u k
olmuştu	o ɫ m u ʃ t u
satış	s a t ɯ ʃ
sinan	s i n a n
sistemleri	s i s t e m l e ɾ i
tarafında	t a ɾ a f ɯ n d a
yarısı	j a ɾ ɯ s ɯ
çocuklara	t͡ʃ o d͡ʒ u k ɫ a ɾ a
ölen	ø l e n
ada	a d a
açıdan	a t͡ʃ ɯ d a n
açıklaması	a t͡ʃ ɯ k ɫ a m a s ɯ
cami	d͡ʒ aː m iː
dar	d a ɾ
dinle	d i n l e
ege	e ɟ e
esas	e s a s
gelmiyor	ɟ e l m i j o ɾ
gidin	ɟ i d i n
göze	ɟ ø z e
icin	i d͡ʒ i n
ikili	i c i l i
kanun	k a n u n
karakter	k a ɾ a k t ɛ ɾ
konuşuyor	k o n u ʃ u j o ɾ
okulda	o k u ɫ d a
olduğumuz	o ɫ d u u m u z
olmazsa	o ɫ m a z s a
olsam	o ɫ s a m
servisi	s e ɾ v i s i
sizler	s i z l e ɾ
tarafı	t a ɾ a f ɯ
trt	t ɯ ɾ t
yönünde	j ø n y n d e
ülkeye	y l c e j e
adında	a d ɯ n d a
asya	a s j a
açtı	a t͡ʃ t ɯ
bebeğim	b e b e i m
di	d i
dikkatli	d i c k a t l i
düşün	d y ʃ y n
filmin	f i l m i n
gücünü	ɟ y d͡ʒ y n y
günden	ɟ y n d e n
günlerde	ɟ y n l e ɾ d e
haberleri	h a b e ɾ l e ɾ i
insana	i n s aː n aː
içeri	i t͡ʃ e ɾ i
karadeniz	k a ɾ a d e n i z
konuk	k o n u k
konuşan	k o n u ʃ a n
koç	k o t͡ʃ
kullandığı	k u ɫ ɫ a n d ɯ ɯ
numarası	n u m a ɾ a s ɯ
orhan	o ɾ h a n
topu	t o p u
trafik	t ɾ a f i c
verici	v e ɾ i d͡ʒ i
yaptığımız	j a p t ɯ ɯ m ɯ z
yerin	j e ɾ i n
yolun	j o ɫ u n
üstelik	y s t e l i c
şirketin	ʃ i ɾ c e t i n
arasına	a ɾ a s ɯ n a
bekliyoruz	b e c l i j o ɾ u z
cesur	d͡ʒ e s u ɾ
edebilir	e d e b i l i ɾ
gerekirse	ɟ e ɾ e c i ɾ s e
gerçekleştirilen	ɟ e ɾ t͡ʃ e c l e ʃ t i ɾ i l e n
getiren	ɟ e t i ɾ e n
gittim	ɟ i t t i m
hakkını	h a k k ɯ n ɯ
insanlarla	i n s a n ɫ a ɾ ɫ a
işini	i ʃ i n i
kadına	k a d ɯ n a
kendilerine	c e n d i l e ɾ i n e
oradan	o ɾ a d a n
rüzgar	ɾ y z ɡ a ɾ
sevgilim	s e v ɟ i l i m
seviyor	s e v i j o ɾ
show	ʃ o w
söyleyen	s ø j l e j e n
süreci	s y ɾ e d͡ʒ i
tanesi	t a n e s i
taraftan	t a ɾ a f t a n
tom	t o m
verdik	v e ɾ d i c
yakışıklı	j a k ɯ ʃ ɯ k ɫ ɯ
yazan	j a z a n
yerleri	j e ɾ l e ɾ i
amaçlı	a m a t͡ʃ ɫ ɯ
bakma	b a k m a
bankası	b a n k a s ɯ
basketbol	b a s c e t b o ɫ
başarısız	b a ʃ a ɾ ɯ s ɯ z
benzeri	b e n z e ɾ i
denilen	d e n i l e n
değişiklik	d e i ʃ i c l i c
diyelim	d i j e l i m
diyorlar	d i j o ɾ l a ɾ
durumunda	d u ɾ u m u n d a
edilebilir	e d i l e b i l i ɾ
emri	e m ɾ i
gibidir	ɟ i b i d i ɾ
giderken	ɟ i d e ɾ c e n
göreve	ɟ ø ɾ e v e
halil	h a l i l
ihtiyacım	i h t i j aː d͡ʒ ɯ m
kaptan	k a p t a n
kusura	k u s u ɾ a
kısmını	k ɯ s m ɯ n ɯ
lee	l e e
meclisi	m e d͡ʒ l i s i
mevcuttur	m e v d͡ʒ u t t u ɾ
meydan	m e j d a n
miktarda	m i c t a ɾ d a
sizce	s i z d͡ʒ e
sürpriz	s y ɾ p ɾ i z
vakfı	v a k f ɯ
yaptığını	j a p t ɯ ɯ n ɯ
yapım	j a p ɯ m
yeterince	j e t e ɾ i n d͡ʒ e
yoluna	j o ɫ u n a
yukarıda	j u k a ɾ ɯ d a
yüzüne	j y z y n e
çeviri	t͡ʃ e v i ɾ i
ölçüde	ø l t͡ʃ y d e
açıklandı	a t͡ʃ ɯ k ɫ a n d ɯ
başıma	b a ʃ ɯ m a
bilgileri	b i l ɟ i l e ɾ i
cezası	d͡ʒ e z aː s ɯ
deme	d e m e
denize	d e n i z e
diğerleri	d i e ɾ l e ɾ i
duruyor	d u ɾ u j o ɾ
efendim	e f e n d i m
ettiğim	e t t i i m
hangisi	h a n ɟ i s i
hayatında	h a j a t ɯ n d a
hizmetleri	h i z m e t l e ɾ i
indir	i n d i ɾ
itiraf	i t i ɾ a f
jack	ʒ a d͡ʒ k
kalsın	k a ɫ s ɯ n
kurumu	k u ɾ u m u
onlardan	o n ɫ a ɾ d a n
parayı	p a ɾ a j ɯ
takımın	t a k ɯ m ɯ n
taraf	t a ɾ a f
yerlere	j e ɾ l e ɾ e
yolları	j o ɫ ɫ a ɾ ɯ
yüzü	j y z y
çalışır	t͡ʃ a ɫ ɯ ʃ ɯ ɾ
öldürüldü	ø l d y ɾ y l d y
ürün	y ɾ y n
anlatan	a n ɫ a t a n
babasının	b a b a s ɯ n ɯ n
degil	d e ɟ i l
dergisi	d e ɾ ɟ i s i
fikri	f i c ɾ i
gene	ɟ e n e
gerçekleşen	ɟ e ɾ t͡ʃ e c l e ʃ e n
gördüğüm	ɟ ø ɾ d y j y m
hastalığı	h a s t a ɫ ɯ ɯ
hizmeti	h i z m e t i
lar	l a ɾ
oldun	o ɫ d u n
olduğun	o ɫ d u u n
saf	s a f
sözler	s ø z l e ɾ
tarzı	t a ɾ z ɯ
uzaktan	u z a k t a n
uçuş	u t͡ʃ u ʃ
varken	v a ɾ c e n
yarar	j a ɾ a ɾ
yılının	j ɯ ɫ ɯ n ɯ n
zamandır	z a m a n d ɯ ɾ
çoktan	t͡ʃ o k t a n
ödülü	ø d y l y
ürünleri	y ɾ y n l e ɾ i
şikayet	ʃ i k aː j e t
adamları	a d a m ɫ a ɾ ɯ
altındaki	a ɫ t ɯ n d a c i
apple	a p p l e
boşa	b o ʃ a
dediler	d e d i l e ɾ
dışına	d ɯ ʃ ɯ n a
edici	e d i d͡ʒ i
eli	e l i
emek	e m e c
fazlası	f a z ɫ a s ɯ
filan	f i l a n
görünüyor	ɟ ø ɾ y n y j o ɾ
hareketi	h a ɾ e c e t i
hocam	h o d͡ʒ a m
inan	i n a n
içişleri	i t͡ʃ i ʃ l e ɾ i
kafayı	k a f a j ɯ
karısı	k a ɾ ɯ s ɯ
kendim	c e n d i m
kendinize	c e n d i n i z e
ler	l e ɾ
orda	o ɾ d a
oyunun	o j u n u n
tebrik	t e b ɾ i c
yapabilir	j a p a b i l i ɾ
yaparım	j a p a ɾ ɯ m
yapılması	j a p ɯ ɫ m a s ɯ
yolcu	j o ɫ d͡ʒ u
yunan	j u n a n
çıkardı	t͡ʃ ɯ k a ɾ d ɯ
çıktığı	t͡ʃ ɯ k t ɯ ɯ
ülkeler	y l c e l e ɾ
şampiyonluk	ʃ a m p i j o n ɫ u k
adnan	a d n a n
anlamadım	a n ɫ a m a d ɯ m
bayrağı	b a j ɾ a ɯ
başlamış	b a ʃ ɫ a m ɯ ʃ
başından	b a ʃ ɯ n d a n
belirtti	b e l i ɾ t t i
birbirinden	b i ɾ b i ɾ i n d e n
cevabı	d͡ʒ e v aː b ɯ
gecenin	ɟ e d͡ʒ e n i n
görüyor	ɟ ø ɾ y j o ɾ
gününde	ɟ y n y n d e
işine	i ʃ i n e
kal	k a ɫ
kalacak	k a ɫ a d͡ʒ a k
kalıyor	k a ɫ ɯ j o ɾ
kendisinin	c e n d i s i n i n
mantıklı	m a n t ɯ k ɫ ɯ
merkezinde	m e ɾ c e z i n d e
meyve	m e j v e
olduğumu	o ɫ d u u m u
parası	p a ɾ a s ɯ
seçimi	s e t͡ʃ i m i
temsilcisi	t e m s i l d͡ʒ i s i
tutan	t u t a n
valisi	v a l i s i
yazdığı	j a z d ɯ ɯ
yüzlerce	j y z l e ɾ d͡ʒ e
yılları	j ɯ ɫ ɫ a ɾ ɯ
zorla	z o ɾ ɫ a
çalışırken	t͡ʃ a ɫ ɯ ʃ ɯ ɾ c e n
çekiyor	t͡ʃ e c i j o ɾ
şampiyonlar	ʃ a m p i j o n l a ɾ
aa	a a
aldığım	a ɫ d ɯ ɯ m
açan	a t͡ʃ a n
baktım	b a k t ɯ m
bölgeye	b ø l ɟ e j e
canını	d͡ʒ a n ɯ n ɯ
edilmektedir	e d i l m e c t e d i ɾ
ediyorlar	e d i j o ɾ l a ɾ
eminim	e m i n i m
görmedim	ɟ ø ɾ m e d i m
gözleri	ɟ ø z l e ɾ i
gözlerini	ɟ ø z l e ɾ i n i
günümüz	ɟ y n y m y z
haftada	h a f t a d a
hastanesi	h a s t a n e s i
hepimizin	h e p i m i z i n
hesabı	h e s aː b ɯ
istediğin	i s t e d i i n
kendinden	c e n d i n d e n
kişilerin	c i ʃ i l e ɾ i n
kuruluş	k u ɾ u ɫ u ʃ
los	l o s
maddesi	m a d d e s i
minik	m i n i c
mutluyum	m u t ɫ u j u m
olduğunuz	o ɫ d u u n u z
peşinde	p e ʃ i n d e
roma	ɾ o m a
süresi	s y ɾ e s i
veriyorum	v e ɾ i j o ɾ u m
yargı	j a ɾ ɡ ɯ
yemeği	j e m e i
yoldan	j o ɫ d a n
çık	t͡ʃ ɯ k
öğrendim	øː ɾ e n d i m
arayan	a ɾ a j a n
arıyorum	a ɾ ɯ j o ɾ u m
bakıyorum	b a k ɯ j o ɾ u m
bisiklet	b i s i c l e t
denen	d e n e n
derler	d e ɾ l e ɾ
değilse	d e i l s e
dik	d i c
esnasında	e s n aː s ɯ n d a
gelmiştir	ɟ e l m i ʃ t i ɾ
görür	ɟ ø ɾ y ɾ
haftalık	h a f t a ɫ ɯ k
hasar	h a s a ɾ
hattı	h a t t ɯ
hayatımda	h a j a t ɯ m d a
hayatımın	h a j a t ɯ m ɯ n
hayatının	h a j a t ɯ n ɯ n
hepiniz	h e p i n i z
katıldığı	k a t ɯ ɫ d ɯ ɯ
kaybeden	k a j b e d e n
kendimizi	c e n d i m i z i
kitaplar	c i t a p l a ɾ
maçın	m a t͡ʃ ɯ n
olmam	o ɫ m a m
olmaması	o ɫ m a m a s ɯ
olumsuz	o ɫ u m s u z
olursun	o ɫ u ɾ s u n
oyuna	o j u n a
satışı	s a t ɯ ʃ ɯ
sezonu	s e z o n u
sürdü	s y ɾ d y
tbmm	t e b e m e m
zira	z i ɾ aː
çekip	t͡ʃ e c i p
şarkısı	ʃ a ɾ k ɯ s ɯ
şarkıyı	ʃ a ɾ k ɯ j ɯ
şimdiye	ʃ i m d i j e
ayda	a j d a
biriyle	b i ɾ i j l e
duran	d u ɾ a n
etsin	e t s i n
gelmedi	ɟ e l m e d i
getirir	ɟ e t i ɾ i ɾ
geçirdi	ɟ e t͡ʃ i ɾ d i
gördüğü	ɟ ø ɾ d y j y
görevini	ɟ ø ɾ e v i n i
gözü	ɟ ø z y
gündür	ɟ y n d y ɾ
karşıya	k a ɾ ʃ ɯ j a
kitapları	c i t a p l a ɾ ɯ
kullanım	k u ɫ ɫ a n ɯ m
mark	m a ɾ k
off	o f
oynayan	o j n a j a n
oyunlar	o j u n l a ɾ
real	ɾ e ɑ l
rengi	ɾ e n ɟ i
salonu	s a ɫ o n u
suya	s u j aː
suçu	s u t͡ʃ u
sınırlı	s ɯ n ɯ ɾ ɫ ɯ
vermektedir	v e ɾ m e c t e d i ɾ
yapması	j a p m a s ɯ
zorunlu	z o ɾ u n ɫ u
çalıştığı	t͡ʃ a ɫ ɯ ʃ t ɯ ɯ
üretilen	y ɾ e t i l e n
şeylerin	ʃ e j l e ɾ i n
adresi	a d ɾ e s i
adıyla	a d ɯ j ɫ a
alana	a ɫ a n a
birinde	b i ɾ i n d e
bulur	b u ɫ u ɾ
cemal	d͡ʒ e m a l
demiş	d e m i ʃ
deneme	d e n e m e
don	d o n
euro	e u ɾ o
federal	f e d e ɾ a l
girmiş	ɟ i ɾ m i ʃ
gönüllü	ɟ ø n y l l y
görmüş	ɟ ø ɾ m y ʃ
göç	ɟ ø t͡ʃ
hastaneye	h a s t a n e j e
havada	h a v a d a
ilişkileri	i l i ʃ c i l e ɾ i
kaldığı	k a ɫ d ɯ ɯ
kalıcı	k a ɫ ɯ d͡ʒ ɯ
kullandı	k u ɫ ɫ a n d ɯ
oluşturan	o ɫ u ʃ t u ɾ a n
oynanan	o j n a n a n
romantik	ɾ o m a n t i c
tan	t a n
tarafta	t a ɾ a f t a
tokat	t o k a t
türkler	t y ɾ c l e ɾ
uefa	u e f aː
verip	v e ɾ i p
öncesinde	ø n d͡ʒ e s i n d e
önümüzdeki	ø n y m y z d e c i
şok	ʃ o k
amerikalı	a m e ɾ i k a ɫ ɯ
anlattı	a n ɫ a t t ɯ
atılan	a t ɯ ɫ a n
açığa	a t͡ʃ ɯ a
başladığı	b a ʃ ɫ a d ɯ ɯ
başlamıştır	b a ʃ ɫ a m ɯ ʃ t ɯ ɾ
bireysel	b i ɾ e j s e l
devamı	d e v aː m ɯ
etmeden	e t m e d e n
gereği	ɟ e ɾ e i
geçecek	ɟ e t͡ʃ e d͡ʒ e c
gördük	ɟ ø ɾ d y c
görsel	ɟ ø ɾ s e l
görünen	ɟ ø ɾ y n e n
istemez	i s t e m e z
isteği	i s t e i
kadınları	k a d ɯ n l a ɾ ɯ
kaçak	k a t͡ʃ a k
kod	k o d
korkuyorum	k o ɾ k u j o ɾ u m
kuralları	k u ɾ a ɫ ɫ a ɾ ɯ
mahmut	m a h m u t
maça	m a t͡ʃ a
meselesi	m e s e l e s i
olayları	o ɫ a j ɫ a ɾ ɯ
resimler	ɾ e s i m l e ɾ
sisteminin	s i s t e m i n i n
sizlere	s i z l e ɾ e
uygulaması	u j ɡ u ɫ a m a s ɯ
yazısı	j a z ɯ s ɯ
zamanın	z a m a n ɯ n
çalışıyorum	t͡ʃ a ɫ ɯ ʃ ɯ j o ɾ u m
çalışıyoruz	t͡ʃ a ɫ ɯ ʃ ɯ j o ɾ u z
çıkma	t͡ʃ ɯ k m a
ölümüne	ø l y m y n e
öğrenciler	øː ɾ e n d͡ʒ i l e ɾ
şampiyonu	ʃ a m p i j o n u
aklına	a k ɫ ɯ n a
alanlar	a ɫ a n l a ɾ
artan	a ɾ t a n
aydır	a j d ɯ ɾ
bardak	b a ɾ d a k
bilmiyor	b i l m i j o ɾ
bunca	b u n d͡ʒ a
bölgesel	b ø l ɟ e s e l
bölümde	b ø l y m d e
derdi	d e ɾ d i
deri	d e ɾ i
derim	d e ɾ i m
genelinde	ɟ e n e l i n d e
geçmişte	ɟ e t͡ʃ m i ʃ t e
gitmiş	ɟ i t m i ʃ
italyan	i t a l j a n
kapıyı	k a p ɯ j ɯ
kokusu	k o k u s u
korkunç	k o ɾ k u n t͡ʃ
kullanılabilir	k u ɫ ɫ a n ɯ ɫ a b i l i ɾ
kupası	k u p a s ɯ
martin	m a ɾ t i n
onca	o n d͡ʒ a
ordusu	o ɾ d u s u
parçaları	p a ɾ t͡ʃ a ɫ a ɾ ɯ
sizleri	s i z l e ɾ i
sordu	s o ɾ d u
sorunun	s o ɾ u n u n
star	s t a ɾ
söylüyorum	s ø j l y j o ɾ u m
sınıfı	s ɯ n ɯ f ɯ
tadını	t a d ɯ n ɯ
tamamı	t a m a m ɯ
tasarımı	t a s a ɾ ɯ m ɯ
tuhaf	t u h a f
varlığı	v a ɾ ɫ ɯ ɯ
vererek	v e ɾ e ɾ e c
vurdu	v u ɾ d u
yaptığınız	j a p t ɯ ɯ n ɯ z
yardımı	j a ɾ d ɯ m ɯ
yarış	j a ɾ ɯ ʃ
yazarı	j a z a ɾ ɯ
yaşamını	j a ʃ a m ɯ n ɯ
yiyecek	j i j e d͡ʒ e c
çalışmalarına	t͡ʃ a ɫ ɯ ʃ m a ɫ a ɾ ɯ n a
çapında	t͡ʃ a p ɯ n d a
şuan	ʃ u a n
şunları	ʃ u n ɫ a ɾ ɯ
afrika	a f ɾ i k a
almayı	a ɫ m a j ɯ
anlamıyorum	a n ɫ a m ɯ j o ɾ u m
aramaya	a ɾ a m a j a
bakar	b a k a ɾ
bekle	b e c l e
bilgisi	b i l ɟ i s i
birazdan	b i ɾ a z d a n
birimi	b i ɾ i m i
bulut	b u ɫ u t
deki	d e c i
düşer	d y ʃ æ ɾ
edildiği	e d i l d i j ɪ
erdi	e ɾ d i
etmiyor	e t m i j o ɾ
fazlasıyla	f a z ɫ a s ɯ j ɫ a
for	f o ɾ
girecek	ɟ i ɾ e d͡ʒ e c
gör	ɟ ø ɾ
güvenliği	ɟ y v e n l i j ɪ
isimleri	i s i m l e ɾ i
katkıda	k a t k ɯ d a
koy	k o j
layık	ɫ a j ɯ k
malatya	m a ɫ a t j a
muhalefet	m u h aː l e f e t
nerden	n e ɾ d e n
olmakla	o ɫ m a k ɫ a
oluruz	o ɫ u ɾ u z
oluşur	o ɫ u ʃ u ɾ
onlarla	o n ɫ a ɾ ɫ a
sor	s o ɾ
sunucu	s u n u d͡ʒ u
taşı	t a ʃ ɯ
terim	t e ɾ i m
ulaştı	u ɫ a ʃ t ɯ
yapacağız	j a p a d͡ʒ a ɯ z
yara	j a ɾ a
yaşama	j a ʃ a m a
yedek	j e d e c
yıldızı	j ɯ ɫ d ɯ z ɯ
çöp	t͡ʃ ø p
özledim	ø z l e d i m
ülkeyi	y l c e j i
şekli	ʃ e c l i
ameliyat	a m e l i j a t
arasından	a ɾ a s ɯ n d a n
atın	a t ɯ n
açar	a t͡ʃ a ɾ
bayramı	b a j ɾ a m ɯ
birbirlerine	b i ɾ b i ɾ l e ɾ i n e
bölgenin	b ø l ɟ e n i n
bırakma	b ɯ ɾ a k m a
diliyorum	d i l i j o ɾ u m
düşünün	d y ʃ y n y n
dışındaki	d ɯ ʃ ɯ n d a c i
fırsatı	f ɯ ɾ s a t ɯ
gelmektedir	ɟ e l m e c t e d i ɾ
gelmesi	ɟ e l m e s i
gereksiz	ɟ e ɾ e c s i z
güle	ɟ y l e
haklısın	h a k ɫ ɯ s ɯ n
hayvanlar	h a j v a n l a ɾ
ihtiyacımız	i h t i j aː d͡ʒ ɯ m ɯ z
isimler	i s i m l e ɾ
isteyenler	i s t e j e n l e ɾ
konuşalım	k o n u ʃ a ɫ ɯ m
kızları	k ɯ z ɫ a ɾ ɯ
maliye	m a l i j e
mini	m i n i
miyiz	m i j i z
okudum	o k u d u m
olacağı	o ɫ a d͡ʒ a ɯ
olduğunun	o ɫ d u u n u n
oyuncusu	o j u n d͡ʒ u s u
parkı	p a ɾ k ɯ
sahipleri	s aː h i p l e ɾ i
salih	s aː l i h
satışa	s a t ɯ ʃ a
savaşa	s a v a ʃ a
savaşın	s a v a ʃ ɯ n
sokakta	s o k a k t a
tarihinin	t a ɾ i h i n i n
temizlik	t e m i z l i c
uydu	u j d u
yakından	j a k ɯ n d a n
üste	y s t e
şanlıurfa	ʃ a n ɫ ɯ u ɾ f a
şehre	ʃ e h ɾ e
arayın	a ɾ a j ɯ n
başlamak	b a ʃ ɫ a m a k
bilirsin	b i l i ɾ s i n
bünyesinde	b y n j e s i n d e
devrimci	d e v ɾ i m d͡ʒ i
değişen	d e i ʃ e n
dolarlık	d o ɫ a ɾ ɫ ɯ k
dönen	d ø n e n
etkileri	e t c i l e ɾ i
festivali	f e s t i v aː l i
fırat	f ɯ ɾ a t
gerçekleşti	ɟ e ɾ t͡ʃ e c l e ʃ t i
girişimi	ɟ i ɾ i ʃ i m i
göstermektedir	ɟ ø s t e ɾ m e c t e d i ɾ
hat	h a t
hazırlanan	h a z ɯ ɾ ɫ a n a n
hey	h e j
ikiye	i c i j e
işletim	i ʃ l e t i m
karşın	k a ɾ ʃ ɯ n
katılım	k a t ɯ ɫ ɯ m
kirli	c i ɾ l i
kişiden	c i ʃ i d e n
konuştu	k o n u ʃ t u
kuvvet	k u v v e t
kuvvetleri	k u v v e t l e ɾ i
kültürü	c y l t y ɾ y
mary	m a ɾ j
olayın	o ɫ a j ɯ n
oluyorum	o ɫ u j o ɾ u m
sayede	s aː j e d e
toplantısı	t o p ɫ a n t ɯ s ɯ
videosu	v i d e o s u
yapmayın	j a p m a j ɯ n
yapıyorlar	j a p ɯ j o ɾ l a ɾ
yaşamaya	j a ʃ a m a j a
yaşıyorum	j a ʃ ɯ j o ɾ u m
yetişkin	j e t i ʃ c i n
yöntemi	j ø n t e m i
yıldan	j ɯ ɫ d a n
şeylere	ʃ e j l e ɾ e
şiddetli	ʃ i d d e t l i
aldığını	a ɫ d ɯ ɯ n ɯ
alması	a ɫ m a s ɯ
amaç	a m a t͡ʃ
anlatıyor	a n ɫ a t ɯ j o ɾ
arayıp	a ɾ a j ɯ p
askerlik	a s c e ɾ l i c
açılış	a t͡ʃ ɯ ɫ ɯ ʃ
bildiğim	b i l d i i m
değişti	d e i ʃ t i
dinlemek	d i n l e m e c
ed	e d
edenler	e d e n l e ɾ
erkeklerin	e ɾ c e c l e ɾ i n
federasyonu	f e d e ɾ a s j o n u
gemisi	ɟ e m i s i
güzeldi	ɟ y z e l d i
halkının	h a ɫ k ɯ n ɯ n
hassas	h a s s a s
hizmete	h i z m e t e
ilişkisi	i l i ʃ c i s i
kaldık	k a ɫ d ɯ k
kapak	k a p a k
mahkum	m a h k u m
okulun	o k u ɫ u n
oyunda	o j u n d a
ruhu	ɾ u h u
sağlığı	s aː ɫ ɯ ɯ
serisi	s e ɾ i s i
sevdiğini	s e v d i i n i
sey	s e j
sürüyor	s y ɾ y j o ɾ
tutar	t u t a ɾ
uzman	u z m a n
verdiğim	v e ɾ d i i m
yaptılar	j a p t ɯ ɫ a ɾ
yapıldığı	j a p ɯ ɫ d ɯ ɯ
yayınlandı	j a j ɯ n ɫ a n d ɯ
yerinden	j e ɾ i n d e n
yılına	j ɯ ɫ ɯ n a
önemlidir	ø n e m l i d i ɾ
örneği	ø ɾ n e i
öğrencileri	øː ɾ e n d͡ʒ i l e ɾ i
öğrencisi	øː ɾ e n d͡ʒ i s i
ülkelerin	y l c e l e ɾ i n
üyelik	y j e l i c
şart	ʃ a ɾ t
almıştır	a ɫ m ɯ ʃ t ɯ ɾ
anlama	a n ɫ a m a
annemin	a n n e m i n
araştırmalar	a ɾ a ʃ t ɯ ɾ m a l a ɾ
ayrıldı	a j ɾ ɯ ɫ d ɯ
ağzına	aː z ɯ n a
başbakanı	b a ʃ b a k a n ɯ
bilimler	b i l i m l e ɾ
bilimleri	b i l i m l e ɾ i
davası	d a v a s ɯ
dediğin	d e d i i n
dersleri	d e ɾ s l e ɾ i
ediyordu	e d i j o ɾ d u
elimde	e l i m d e
gelirse	ɟ e l i ɾ s e
genetik	ɟ e n e t i c
gidelim	ɟ i d e l i m
görüşmek	ɟ ø ɾ y ʃ m e c
ikincisi	i c i n d͡ʒ i s i
islami	i s ɫ aː m iː
işletme	i ʃ l e t m e
katkı	k a t k ɯ
kısmında	k ɯ s m ɯ n d a
noktada	n o k t a d a
olacağım	o ɫ a d͡ʒ a ɯ m
partinin	p a ɾ t i n i n
peşinden	p e ʃ i n d e n
red	ɾ e d
satan	s a t a n
sistemin	s i s t e m i n
steve	s t e v e
tahliye	t a h l i j e
teklifi	t e c l i f i
terörist	t e ɾ ø ɾ i s t
thomas	t o m a s
toplamda	t o p ɫ a m d a
turan	t u ɾ a n
yaptın	j a p t ɯ n
yapılmıştır	j a p ɯ ɫ m ɯ ʃ t ɯ ɾ
yükseldi	j y c s e l d i
yükselen	j y c s e l e n
ölür	ø l y ɾ
şirketleri	ʃ i ɾ c e t l e ɾ i
altından	a ɫ t ɯ n d a n
alıyorum	a ɫ ɯ j o ɾ u m
arkadaşlarım	a ɾ k a d a ʃ ɫ a ɾ ɯ m
bağlantısı	b aː ɫ a n t ɯ s ɯ
beklenen	b e c l e n e n
bil	b i l
biriydi	b i ɾ i j d i
daniel	d aː n i ɛ l
demişti	d e m i ʃ t i
değişikliği	d e i ʃ i c l i j ɪ
değişim	d e i ʃ i m
değişir	d e i ʃ i ɾ
dikkate	d i c k a t e
dönüyor	d ø n y j o ɾ
fotoğrafı	f o t oː ɾ a f ɯ
gidiyoruz	ɟ i d i j o ɾ u z
görülür	ɟ ø ɾ y l y ɾ
gözler	ɟ ø z l e ɾ
hükümeti	h y c y m e t i
izni	i z n i
içindir	i t͡ʃ i n d i ɾ
kapısı	k a p ɯ s ɯ
kurdu	k u ɾ d u
masa	m a s a
metro	m e t ɾ o
oynadığı	o j n a d ɯ ɯ
ray	ɾ a j
rum	ɾ u m
saldırıya	s a ɫ d ɯ ɾ ɯ j a
sevimli	s e v i m l i
sistemini	s i s t e m i n i
sıcaklık	s ɯ d͡ʒ a k ɫ ɯ k
sınırı	s ɯ n ɯ ɾ ɯ
tarafa	t a ɾ a f a
teki	t e c i
tutuklandı	t u t u k ɫ a n d ɯ
yayımlanan	j a j ɯ m ɫ a n a n
yazmak	j a z m a k
yollar	j o ɫ ɫ a ɾ
çayı	t͡ʃ a j ɯ
ölmüş	ø l m y ʃ
özellikler	ø z e l l i c l e ɾ
aittir	a i t t i ɾ
alabilir	a ɫ a b i l i ɾ
anna	a n n a
arıyor	a ɾ ɯ j o ɾ
atarak	a t a ɾ a k
açıp	a t͡ʃ ɯ p
başkası	b a ʃ k a s ɯ
bira	b i ɾ aː
biter	b i t ɛ ɾ
bizleri	b i z l e ɾ i
dersiniz	d e ɾ s i n i z
