de	d e
acompaña	a k o m p a ɲ a
ad	a d
alturas	a l t u ɾ a s
angel	a n x e l
camiones	k a m j o n e s
capacidades	k a p a s i d a d e s
causó	k a u s o
cerró	s e r o
controles	k o n t ɾ o l e s
demuestran	d e m w e s t ɾ a n
entrando	e n t ɾ a n d o
escolares	e s k o l a ɾ e s
habitaciones	a b i t a s j o n e s
internas	i n t e ɾ n a s
jones	x o n e s
joseph	x o s e f
musulmanes	m u s u l m a n e s
pasas	p a s a s
pistas	p i s t a s
podria	p o d ɾ j a
pregunté	p ɾ e ɡ u n t e
recoge	r e k o x e
relatos	r e l a t o s
serios	s e ɾ j o s
subiendo	s u b j e n d o
sufriendo	s u f ɾ j e n d o
épocas	e p o k a s
albert	a l b e ɾ
alli	a ʝ i
american	a m e ɾ i k a n
brown	b ɾ a u n
buscaba	b u s k a b a
campeones	k a m p e o n e s
claves	k l a b e s
constituyen	k o n s t i t u ʝ e n
contienen	k o n t j e n e n
detuvo	d e t u b o
ejemplares	e x e m p l a ɾ e s
encantan	e n k a n t a n
específica	e s p e s i f i k a
estableció	e s t a b l e s j o
extiende	e ɡ s t j e n d e
extraños	e ɡ s t ɾ a ɲ o s
hoteles	o t e l e s
kong	k o n
li	l i
llegas	ʝ e ɡ a s
metió	m e t j o
nick	n i k
obstáculos	o b s t a k u l o s
otorga	o t o ɾ ɡ a
ponerme	p o n e ɾ m e
preguntando	p ɾ e ɡ u n t a n d o
publico	p u b l i k o
quédate	k e d a t e
rapido	r a p i d o
sueldos	s w e l d o s
bill	b i l
clubes	k l u b e s
comerciantes	k o m e ɾ s j a n t e s
compré	k o m p ɾ e
defectos	d e f e ɡ t o s
dejaba	d e x a b a
disposiciones	d i s p o s i s j o n e s
du	d u
entraron	e n t ɾ a ɾ o n
entro	e n t ɾ o
gano	ɡ a n o
géneros	x e n e ɾ o s
importan	i m p o ɾ t a n
juicios	x w i s j o s
lleguen	ʝ e ɡ e n
mapas	m a p a s
modificaciones	m o d i f i k a s j o n e s
patrones	p a t ɾ o n e s
planos	p l a n o s
prefiere	p ɾ e f j e ɾ e
reconoció	r e k o n o s j o
recuerdan	r e k w e ɾ d a n
repite	r e p i t e
restricciones	r e s t ɾ i ɡ s j o n e s
siglas	s i ɡ l a s
símbolos	s i m b o l o s
trabajamos	t ɾ a b a x a m o s
ésto	e s t o
acusaciones	a k u s a s j o n e s
advierte	a d b j e ɾ t e
ai	a i
angeles	a n x e l e s
asistentes	a s i s t e n t e s
chistes	t͡ʃ i s t e s
consideró	k o n s i d e ɾ o
cuadrados	k w a d ɾ a d o s
cultivos	k u l t i b o s
cuotas	k w o t a s
dc	d e s e
decirme	d e s i ɾ m e
encontraban	e n k o n t ɾ a b a n
entendí	e n t e n d i
escribí	e s k ɾ i b i
específicas	e s p e s i f i k a s
exista	e ɡ s i s t a
facil	f a s i l
fea	f e a
fieles	f j e l e s
formando	f o ɾ m a n d o
gobernantes	ɡ o b e ɾ n a n t e s
griegos	ɡ ɾ j e ɡ o s
hong	o n
labores	l a b o ɾ e s
nomas	n o m a s
pasaría	p a s a ɾ i a
pedirle	p e d i ɾ l e
préstamos	p ɾ e s t a m o s
puertos	p w e ɾ t o s
radicales	r a d i k a l e s
sarah	s a ɾ a
terminaron	t e ɾ m i n a ɾ o n
that	t a t
vuelvan	b w e l b a n
ayudará	a ʝ u d a ɾ a
carteles	k a ɾ t e l e s
claros	k l a ɾ o s
colonias	k o l o n j a s
comparten	k o m p a ɾ t e n
conozca	k o n o s k a
corazon	k o ɾ a s o n
círculos	s i ɾ k u l o s
desean	d e s e a n
deseas	d e s e a s
destacan	d e s t a k a n
donald	d o n a l d
episodios	e p i s o d j o s
ganaron	ɡ a n a ɾ o n
ligera	l i x e ɾ a
live	l i b e
mesas	m e s a s
naves	n a b e s
odia	o d j a
parientes	p a ɾ j e n t e s
parques	p a ɾ k e s
perdona	p e ɾ d o n a
poseen	p o s e e n
procedentes	p ɾ o s e d e n t e s
prometo	p ɾ o m e t o
recomienda	r e k o m j e n d a
recordó	r e k o ɾ d o
sam	s a m
simon	s i m o n
supervivencia	s u p e ɾ b i b e n s j a
ambientales	a m b j e n t a l e s
aprendiendo	a p ɾ e n d j e n d o
aumentó	a u m e n t o
capitales	k a p i t a l e s
controla	k o n t ɾ o l a
creció	k ɾ e s j o
códigos	k o d i ɡ o s
dejarlo	d e x a ɾ l o
desapareció	d e s a p a ɾ e s j o
discusiones	d i s k u s j o n e s
disparos	d i s p a ɾ o s
dispuesta	d i s p w e s t a
est	e s t
eu	e u
financieras	f i n a n s j e ɾ a s
jardines	x a ɾ d i n e s
llegaba	ʝ e ɡ a b a
musica	m u s i k a
observaciones	o b s e ɾ b a s j o n e s
podia	p o d j a
privilegios	p ɾ i b i l e x j o s
protagonistas	p ɾ o t a ɡ o n i s t a s
reveló	r e b e l o
saldrá	s a l d ɾ a
salía	s a l i a
temperaturas	t e m p e ɾ a t u ɾ a s
tienden	t j e n d e n
tomamos	t o m a m o s
aceptó	a s e b t o
aficionados	a f i s j o n a d o s
agrícolas	a ɡ ɾ i k o l a s
aprueba	a p ɾ w e b a
asume	a s u m e
aumentando	a u m e n t a n d o
charlie	t͡ʃ a ɾ l j e
cortas	k o ɾ t a s
decirles	d e s i ɾ l e s
demostró	d e m o s t ɾ o
eligió	e l i x j o
encuentren	e n k w e n t ɾ e n
escuchas	e s k u t͡ʃ a s
facultades	f a k u l t a d e s
foros	f o ɾ o s
limitaciones	l i m i t a s j o n e s
llevaban	ʝ e b a b a n
manifestó	m a n i f e s t o
miran	m i ɾ a n
nobel	n o b e l
occidentales	o ɡ s i d e n t a l e s
opera	o p e ɾ a
palos	p a l o s
permitirá	p e ɾ m i t i ɾ a
pidieron	p i d j e ɾ o n
referirse	r e f e ɾ i ɾ s e
reflexiones	r e f l e ɡ s j o n e s
retos	r e t o s
reunió	r e u n j o
rodea	r o d e a
sirva	s i ɾ b a
solicita	s o l i s i t a
telecomunicaciones	t e l e k o m u n i k a s j o n e s
toros	t o ɾ o s
vendiendo	b e n d j e n d o
aseguro	a s e ɡ u ɾ o
batallas	b a t a ʝ a s
bonos	b o n o s
concluyó	k o n k l u ʝ o
constantes	k o n s t a n t e s
convierten	k o m b j e ɾ t e n
costó	k o s t o
distritos	d i s t ɾ i t o s
débiles	d e b i l e s
eric	e ɾ i k
escaleras	e s k a l e ɾ a s
escenarios	e s e n a ɾ j o s
gustaria	ɡ u s t a ɾ j a
hacernos	a s e ɾ n o s
huellas	w̝ e ʝ a s
janeiro	x a n e i ɾ o
llevarse	ʝ e b a ɾ s e
lleven	ʝ e b e n
lol	l o l
may	m a i
mencionó	m e n s j o n o
paquetes	p a k e t e s
pinturas	p i n t u ɾ a s
ponía	p o n i a
presidenciales	p ɾ e s i d e n s j a l e s
químicos	k i m i k o s
relativa	r e l a t i b a
robaron	r o b a ɾ o n
roger	r o x e ɾ
saberlo	s a b e ɾ l o
team	t e a m
tenerlo	t e n e ɾ l o
testimonios	t e s t i m o n j o s
traen	t ɾ a e n
urbanos	u ɾ b a n o s
victor	b i ɡ t o ɾ
admite	a d m i t e
asesinados	a s e s i n a d o s
atletas	a t l e t a s
columnas	k o l u m n a s
cumpla	k u m p l a
cumplió	k u m p l j o
dejemos	d e x e m o s
desaparece	d e s a p a ɾ e s e
diseños	d i s e ɲ o s
enfrentarse	e n f ɾ e n t a ɾ s e
esenciales	e s e n s j a l e s
estilos	e s t i l o s
exigen	e ɡ s i x e n
faltaba	f a l t a b a
gases	ɡ a s e s
hábitos	a b i t o s
jornadas	x o ɾ n a d a s
life	l i f e
litros	l i t ɾ o s
mensuales	m e n s w a l e s
moverse	m o b e ɾ s e
peleas	p e l e a s
pongas	p o n ɡ a s
preocupaciones	p ɾ e o k u p a s j o n e s
protege	p ɾ o t e x e
pudimos	p u d i m o s
rodillas	r o d i ʝ a s
sacando	s a k a n d o
tremenda	t ɾ e m e n d a
viaja	b j a x a
computadoras	k o m p u t a d o ɾ a s
conductores	k o n d u ɡ t o ɾ e s
contemporánea	k o n t e m p o ɾ a n e a
cumpliendo	k u m p l j e n d o
dejará	d e x a ɾ a
desarrollando	d e s a r o ʝ a n d o
entendemos	e n t e n d e m o s
etiquetas	e t i k e t a s
externos	e ɡ s t e ɾ n o s
firmó	f i ɾ m o
generan	x e n e ɾ a n
halla	a ʝ a
informaciones	i n f o ɾ m a s j o n e s
ing	i n
iniciales	i n i s j a l e s
ip	i p
lazos	l a s o s
messi	m e s i
ofreciendo	o f ɾ e s j e n d o
palmas	p a l m a s
pelos	p e l o s
prefieren	p ɾ e f j e ɾ e n
ratas	r a t a s
sacaron	s a k a ɾ o n
solicitudes	s o l i s i t u d e s
sorprendió	s o ɾ p ɾ e n d j o
sustancias	s u s t a n s j a s
abren	a b ɾ e n
acepto	a s e b t o
alcaldes	a l k a l d e s
aparecieron	a p a ɾ e s j e ɾ o n
aportes	a p o ɾ t e s
aprovecha	a p ɾ o b e t͡ʃ a
avanza	a b a n s a
contentos	k o n t e n t o s
crearon	k ɾ e a ɾ o n
establecidos	e s t a b l e s i d o s
establecimientos	e s t a b l e s i m j e n t o s
exitosa	e ɡ s i t o s a
exportaciones	e ɡ s p o ɾ t a s j o n e s
ford	f o ɾ d
funcione	f u n s j o n e
fábricas	f a b ɾ i k a s
garantiza	ɡ a ɾ a n t i s a
gigantes	x i ɡ a n t e s
gubernamentales	ɡ u b e ɾ n a m e n t a l e s
home	o m e
juguetes	x u ɡ e t e s
junior	x u n j o ɾ
levantó	l e b a n t o
localidades	l o k a l i d a d e s
logran	l o ɡ ɾ a n
mandan	m a n d a n
memorias	m e m o ɾ j a s
nobles	n o b l e s
organizó	o ɾ ɡ a n i s o
pasara	p a s a ɾ a
pertenecientes	p e ɾ t e n e s j e n t e s
pierda	p j e ɾ d a
policia	p o l i s j a
queden	k e d e n
querés	k e ɾ e s
sacerdotes	s a s e ɾ d o t e s
salio	s a l j o
sostuvo	s o s t u b o
sucia	s u s j a
terribles	t e r i b l e s
tio	t j o
tuits	t w i t s
unió	u n j o
will	w i l
ali	a l i
aporta	a p o ɾ t a
ataca	a t a k a
autobuses	a u t o b u s e s
ayudarte	a ʝ u d a ɾ t e
bla	b l a
blue	b l w e
buques	b u k e s
comenzando	k o m e n s a n d o
compromisos	k o m p ɾ o m i s o s
concluye	k o n k l u ʝ e
construyendo	k o n s t ɾ u ʝ e n d o
continúan	k o n t i n u a n
creyendo	k ɾ e ʝ e n d o
deciden	d e s i d e n
ej	e x
emisiones	e m i s j o n e s
enseñó	e n s e ɲ o
escriben	e s k ɾ i b e n
establecida	e s t a b l e s i d a
explican	e ɡ s p l i k a n
fc	e f e s e
físicos	f i s i k o s
increible	i n k ɾ e i b l e
licencias	l i s e n s j a s
master	m a s t e ɾ
miraba	m i ɾ a b a
nazis	n a s i s
norteamericana	n o ɾ t e a m e ɾ i k a n a
not	n o t
ocupan	o k u p a n
oraciones	o ɾ a s j o n e s
pelicula	p e l i k u l a
pretenden	p ɾ e t e n d e n
religiones	r e l i x j o n e s
residuos	r e s i d w o s
responden	r e s p o n d e n
restantes	r e s t a n t e s
sucediendo	s u s e d j e n d o
unen	u n e n
vegas	b e ɡ a s
agricultores	a ɡ ɾ i k u l t o ɾ e s
air	a i ɾ
analiza	a n a l i s a
bailando	b a i l a n d o
bonitas	b o n i t a s
comparto	k o m p a ɾ t o
cualidades	k w a l i d a d e s
edades	e d a d e s
entienda	e n t j e n d a
estúpida	e s t u p i d a
exigencias	e ɡ s i x e n s j a s
formó	f o ɾ m o
guerreros	ɡ e r e ɾ o s
hinchas	i n t͡ʃ a s
indicó	i n d i k o
infantiles	i n f a n t i l e s
mentes	m e n t e s
piensen	p j e n s e n
preguntaba	p ɾ e ɡ u n t a b a
presento	p ɾ e s e n t o
risas	r i s a s
sientas	s j e n t a s
sir	s i ɾ
solicitó	s o l i s i t o
tomarse	t o m a ɾ s e
unica	u n i k a
valientes	b a l j e n t e s
verdades	b e ɾ d a d e s
viajeros	b j a x e ɾ o s
volvería	b o l b e ɾ i a
white	w̝ i t
ac	a k
ajena	a x e n a
asegurarse	a s e ɡ u ɾ a ɾ s e
atras	a t ɾ a s
bastantes	b a s t a n t e s
bolsillos	b o l s i ʝ o s
bromas	b ɾ o m a s
cambiaron	k a m b j a ɾ o n
defendiendo	d e f e n d j e n d o
dependen	d e p e n d e n
der	d e ɾ
detiene	d e t j e n e
expone	e ɡ s p o n e
ix	i ɡ s
joyas	x o ʝ a s
marcó	m a ɾ k o
mascotas	m a s k o t a s
monumentos	m o n u m e n t o s
mundos	m u n d o s
ocurren	o k u r e n
orejas	o ɾ e x a s
out	a u t
perfiles	p e ɾ f i l e s
permitan	p e ɾ m i t a n
pilotos	p i l o t o s
ponerte	p o n e ɾ t e
presentando	p ɾ e s e n t a n d o
reconocen	r e k o n o s e n
recortes	r e k o ɾ t e s
recuerden	r e k w e ɾ d e n
revolucionarios	r e b o l u s j o n a ɾ j o s
salvajes	s a l b a x e s
violaciones	b j o l a s j o n e s
visitó	b i s i t o
abc	a b e s e
alla	a ʝ a
amazon	a m a s o n
atencion	a t e n s j o n
aumentan	a u m e n t a n
capitulo	k a p i t u l o
centra	s e n t ɾ a
desarrolló	d e s a r o ʝ o
descendientes	d e s e n d j e n t e s
describió	d e s k ɾ i b j o
disfrutando	d i s f ɾ u t a n d o
energías	e n e ɾ x i a s
escasa	e s k a s a
establecidas	e s t a b l e s i d a s
excepciones	e ɡ s e b s j o n e s
intervenciones	i n t e ɾ b e n s j o n e s
maneja	m a n e x a
modernas	m o d e ɾ n a s
muero	m w e ɾ o
parámetros	p a ɾ a m e t ɾ o s
prioridades	p ɾ j o ɾ i d a d e s
prometió	p ɾ o m e t j o
queréis	k e ɾ e i s
rechazó	r e t͡ʃ a s o
respectivos	r e s p e ɡ t i b o s
reunirse	r e u n i ɾ s e
rivales	r i b a l e s
sagrada	s a ɡ ɾ a d a
tanques	t a n k e s
unam	u n a m
vendrá	b e n d ɾ a
apuestas	a p w e s t a s
arthur	a ɾ t u ɾ
bajando	b a x a n d o
baratos	b a ɾ a t o s
carece	k a ɾ e s e
comun	k o m u n
contribuciones	k o n t ɾ i b u s j o n e s
corporaciones	k o ɾ p o ɾ a s j o n e s
criaturas	k ɾ j a t u ɾ a s
defienden	d e f j e n d e n
descrito	d e s k ɾ i t o
divisiones	d i b i s j o n e s
em	e m
emitió	e m i t j o
entiendes	e n t j e n d e s
escapa	e s k a p a
escaños	e s k a ɲ o s
ganamos	ɡ a n a m o s
homosexuales	o m o s e ɡ s w a l e s
il	i l
increíbles	i n k ɾ e i b l e s
intentarlo	i n t e n t a ɾ l o
joan	x o a n
legislativa	l e x i s l a t i b a
marie	m a ɾ j e
medallas	m e d a ʝ a s
necesite	n e s e s i t e
olas	o l a s
parecían	p a ɾ e s i a n
peligros	p e l i ɡ ɾ o s
permitiendo	p e ɾ m i t j e n d o
pondrá	p o n d ɾ a
pregunte	p ɾ e ɡ u n t e
promete	p ɾ o m e t e
razas	r a s a s
rechaza	r e t͡ʃ a s a
recordando	r e k o ɾ d a n d o
refería	r e f e ɾ i a
respecta	r e s p e ɡ t a
respeta	r e s p e t a
samsung	s a m s u n
seguirán	s e ɡ i ɾ a n
señoras	s e ɲ o ɾ a s
sientan	s j e n t a n
tonterías	t o n t e ɾ i a s
trucos	t ɾ u k o s
tuvieran	t u b j e ɾ a n
urbanas	u ɾ b a n a s
vinos	b i n o s
ámbitos	a m b i t o s
acuerda	a k w e ɾ d a
bloques	b l o k e s
británicos	b ɾ i t a n i k o s
camina	k a m i n a
catalunya	k a t a l u n ʝ a
consideraba	k o n s i d e ɾ a b a
consiguen	k o n s i ɡ e n
corren	k o r e n
dedican	d e d i k a n
dedicó	d e d i k o
dj	d e x e
donaciones	d o n a s j o n e s
emplea	e m p l e a
jason	x a s o n
jesus	x e s u s
medicinas	m e d i s i n a s
misiles	m i s i l e s
obispos	o b i s p o s
obligó	o b l i ɡ o
ordena	o ɾ d e n a
pagó	p a ɡ o
pibes	p i b e s
pida	p i d a
ponerlo	p o n e ɾ l o
prestaciones	p ɾ e s t a s j o n e s
profundas	p ɾ o f u n d a s
promueve	p ɾ o m w e b e
quedaría	k e d a ɾ i a
realizarse	r e a l i s a ɾ s e
revisa	r e b i s a
rose	r o s e
seguiremos	s e ɡ i ɾ e m o s
señalan	s e ɲ a l a n
suelos	s w e l o s
trasera	t ɾ a s e ɾ a
university	u n i b e ɾ s i t i
vendedores	b e n d e d o ɾ e s
vendió	b e n d j o
vivían	b i b i a n
argentinas	a ɾ x e n t i n a s
arranca	a r a n k a
atacó	a t a k o
atrae	a t ɾ a e
casó	k a s o
celebran	s e l e b ɾ a n
concreta	k o n k ɾ e t a
decia	d e s j a
desarrollan	d e s a r o ʝ a n
encarga	e n k a ɾ ɡ a
escasos	e s k a s o s
escuchan	e s k u t͡ʃ a n
excusas	e ɡ s k u s a s
exposiciones	e ɡ s p o s i s j o n e s
express	e ɡ s p ɾ e s
fundó	f u n d o
importaciones	i m p o ɾ t a s j o n e s
influencias	i n f l w e n s j a s
ingredientes	i n ɡ ɾ e d j e n t e s
intentaron	i n t e n t a ɾ o n
je	x e
lecturas	l e ɡ t u ɾ a s
mo	m o
músculos	m u s k u l o s
olvidó	o l b i d o
opinion	o p i n j o n
oscuras	o s k u ɾ a s
paisajes	p a i s a x e s
podré	p o d ɾ e
policiales	p o l i s j a l e s
racing	r a s i n
recien	r e s j e n
recuerdas	r e k w e ɾ d a s
reportes	r e p o ɾ t e s
reside	r e s i d e
suben	s u b e n
tribus	t ɾ i b u s
variaciones	b a ɾ j a s j o n e s
villas	b i ʝ a s
aceptan	a s e b t a n
actúan	a ɡ t u a n
ar	a ɾ
baje	b a x e
carl	k a ɾ l
concretas	k o n k ɾ e t a s
conforman	k o n f o ɾ m a n
constitucionales	k o n s t i t u s j o n a l e s
convirtieron	k o m b i ɾ t j e ɾ o n
cálculos	k a l k u l o s
denunció	d e n u n s j o
deportistas	d e p o ɾ t i s t a s
deseando	d e s e a n d o
dominios	d o m i n j o s
good	ɡ u d
habian	a b j a n
impone	i m p o n e
indicadores	i n d i k a d o ɾ e s
invitó	i m b i t o
kirchner	k i ɾ t͡ʃ n e ɾ
legisladores	l e x i s l a d o ɾ e s
leon	l e o n
libertadores	l i b e ɾ t a d o ɾ e s
lopez	l o p e s
manifestantes	m a n i f e s t a n t e s
matt	m a t
memes	m e m e s
mineros	m i n e ɾ o s
mortales	m o ɾ t a l e s
noreste	n o ɾ e s t e
observando	o b s e ɾ b a n d o
oliver	o l i b e ɾ
pague	p a ɡ e
pareciera	p a ɾ e s j e ɾ a
pierdas	p j e ɾ d a s
preguntarle	p ɾ e ɡ u n t a ɾ l e
provinciales	p ɾ o b i n s j a l e s
roba	r o b a
rodean	r o d e a n
tel	t e l
tim	t i m
transforma	t ɾ a n s f o ɾ m a
union	u n j o n
vasos	b a s o s
vendría	b e n d ɾ i a
venían	b e n i a n
verduras	b e ɾ d u ɾ a s
accion	a ɡ s j o n
administrativos	a d m i n i s t ɾ a t i b o s
afirman	a f i ɾ m a n
avanzando	a b a n s a n d o
ayuden	a ʝ u d e n
clinton	k l i n t o n
comenzamos	k o m e n s a m o s
compartiendo	k o m p a ɾ t j e n d o
compartimos	k o m p a ɾ t i m o s
considerarse	k o n s i d e ɾ a ɾ s e
desafíos	d e s a f i o s
discutiendo	d i s k u t j e n d o
encantó	e n k a n t o
esconde	e s k o n d e
estudió	e s t u d j o
fb	e f e b e
funcionó	f u n s j o n o
generando	x e n e ɾ a n d o
habituales	a b i t w a l e s
habitualmente	a b i t w a l m e n t e
impuso	i m p u s o
inc	i n k
insectos	i n s e ɡ t o s
insiste	i n s i s t e
intente	i n t e n t e
interesada	i n t e ɾ e s a d a
jim	x i m
jimmy	x i m i
justifica	x u s t i f i k a
justin	x u s t i n
meterse	m e t e ɾ s e
paises	p a i s e s
pasajes	p a s a x e s
patrick	p a t ɾ i k
peticiones	p e t i s j o n e s
potenciales	p o t e n s j a l e s
prejuicios	p ɾ e x w i s j o s
primas	p ɾ i m a s
proteínas	p ɾ o t e i n a s
realidades	r e a l i d a d e s
recuerde	r e k w e ɾ d e
refieren	r e f j e ɾ e n
registró	r e x i s t ɾ o
retirarse	r e t i ɾ a ɾ s e
suceda	s u s e d a
suman	s u m a n
temporadas	t e m p o ɾ a d a s
tigres	t i ɡ ɾ e s
traducciones	t ɾ a d u ɡ s j o n e s
venimos	b e n i m o s
versos	b e ɾ s o s
vice	b i s e
von	b o n
andy	a n d i
anónima	a n o n i m a
ap	a p
au	a u
barreras	b a r e ɾ a s
conociendo	k o n o s j e n d o
crecen	k ɾ e s e n
descansa	d e s k a n s a
déjame	d e x a m e
ejerce	e x e ɾ s e
espectáculos	e s p e ɡ t a k u l o s
experimentos	e ɡ s p e ɾ i m e n t o s
mejorando	m e x o ɾ a n d o
metales	m e t a l e s
mirá	m i ɾ a
oscuros	o s k u ɾ o s
pedía	p e d i a
peleando	p e l e a n d o
peru	p e ɾ u
planetas	p l a n e t a s
power	p a w e ɾ
pretendía	p ɾ e t e n d i a
primos	p ɾ i m o s
producciones	p ɾ o d u ɡ s j o n e s
produciendo	p ɾ o d u s j e n d o
rompiendo	r o m p j e n d o
sigamos	s i ɡ a m o s
sólida	s o l i d a
transcurso	t ɾ a n s k u ɾ s o
tratamientos	t ɾ a t a m j e n t o s
trámites	t ɾ a m i t e s
urnas	u ɾ n a s
valga	b a l ɡ a
viajando	b j a x a n d o
votaron	b o t a ɾ o n
administrativas	a d m i n i s t ɾ a t i b a s
advirtió	a d b i ɾ t j o
anillos	a n i ʝ o s
aparezca	a p a ɾ e s k a
bruce	b ɾ u s e
camisetas	k a m i s e t a s
celebrando	s e l e b ɾ a n d o
compone	k o m p o n e
comunicarse	k o m u n i k a ɾ s e
contribuye	k o n t ɾ i b u ʝ e
deberia	d e b e ɾ j a
dejaste	d e x a s t e
distancias	d i s t a n s j a s
documentales	d o k u m e n t a l e s
dra	d ɾ a
enseñanzas	e n s e ɲ a n s a s
enviaron	e m b j a ɾ o n
existían	e ɡ s i s t i a n
famosas	f a m o s a s
geniales	x e n j a l e s
gustas	ɡ u s t a s
hill	i l
informacion	i n f o ɾ m a s j o n
inútiles	i n u t i l e s
linux	l i n u ɡ s
marc	m a ɾ k
meten	m e t e n
mostraron	m o s t ɾ a ɾ o n
national	n a t j o n a l
norteamericanos	n o ɾ t e a m e ɾ i k a n o s
partículas	p a ɾ t i k u l a s
pierre	p j e r e
pobladores	p o b l a d o ɾ e s
presentamos	p ɾ e s e n t a m o s
quedarte	k e d a ɾ t e
querías	k e ɾ i a s
relacion	r e l a s j o n
retiró	r e t i ɾ o
semi	s e m i
tacos	t a k o s
tocaba	t o k a b a
united	u n i t e d
verdaderas	b e ɾ d a d e ɾ a s
amistades	a m i s t a d e s
aplican	a p l i k a n
atacan	a t a k a n
automóviles	a u t o m o b i l e s
camara	k a m a ɾ a
construyó	k o n s t ɾ u ʝ o
contestó	k o n t e s t o
convirtiendo	k o m b i ɾ t j e n d o
descubrí	d e s k u b ɾ i
despertó	d e s p e ɾ t o
dobles	d o b l e s
ejércitos	e x e ɾ s i t o s
enfrentamientos	e n f ɾ e n t a m j e n t o s
esperaban	e s p e ɾ a b a n
fantasmas	f a n t a s m a s
fuegos	f w e ɡ o s
gold	ɡ o l d
historiadores	i s t o ɾ j a d o ɾ e s
note	n o t e
odian	o d j a n
ong	o n
pense	p e n s e
pq	p e k e
provocando	p ɾ o b o k a n d o
publican	p u b l i k a n
quejan	k e x a n
quisieron	k i s j e ɾ o n
recetas	r e s e t a s
reclama	r e k l a m a
resultan	r e s u l t a n
roban	r o b a n
sentencias	s e n t e n s j a s
sorpresas	s o ɾ p ɾ e s a s
subsidios	s u b s i d j o s
transmite	t ɾ a n s m i t e
venas	b e n a s
visibles	b i s i b l e s
ví	b i
acercó	a s e ɾ k o
actas	a ɡ t a s
alcanzan	a l k a n s a n
aplausos	a p l a u s o s
aprendió	a p ɾ e n d j o
arts	a ɾ t s
atiende	a t j e n d e
back	b a k
cobran	k o b ɾ a n
combustibles	k o m b u s t i b l e s
completos	k o m p l e t o s
componen	k o m p o n e n
creyó	k ɾ e ʝ o
cuadras	k w a d ɾ a s
cumplan	k u m p l a n
demostrando	d e m o s t ɾ a n d o
denomina	d e n o m i n a
grabaciones	ɡ ɾ a b a s j o n e s
granos	ɡ ɾ a n o s
harvard	a ɾ b a ɾ
ho	o
ignora	i ɡ n o ɾ a
incluyó	i n k l u ʝ o
inscripciones	i n s k ɾ i b s j o n e s
interesan	i n t e ɾ e s a n
interpretaciones	i n t e ɾ p ɾ e t a s j o n e s
johnny	x o n i
ke	k e
mostraba	m o s t ɾ a b a
ocurriendo	o k u r j e n d o
pechos	p e t͡ʃ o s
permitía	p e ɾ m i t i a
pienses	p j e n s e s
potencias	p o t e n s j a s
preguntaron	p ɾ e ɡ u n t a ɾ o n
propósitos	p ɾ o p o s i t o s
resultaron	r e s u l t a ɾ o n
robos	r o b o s
roy	r o i
sony	s o n i
stephen	e s t e f e n
sun	s u n
transacciones	t ɾ a n s a ɡ s j o n e s
volúmenes	b o l u m e n e s
vuelvas	b w e l b a s
ayuntamientos	a ʝ u n t a m j e n t o s
buscó	b u s k o
bush	b u ʃ
convierta	k o m b j e ɾ t a
critican	k ɾ i t i k a n
dejara	d e x a ɾ a
descuentos	d e s k w e n t o s
enfrentan	e n f ɾ e n t a n
escuchó	e s k u t͡ʃ o
evitando	e b i t a n d o
inmuebles	i m m w e b l e s
inter	i n t e ɾ
inundaciones	i n u n d a s j o n e s
irregularidades	i r e ɡ u l a ɾ i d a d e s
jordan	x o ɾ d a n
laboratorios	l a b o ɾ a t o ɾ j o s
leerlo	l e e ɾ l o
llevarlo	ʝ e b a ɾ l o
llora	ʝ o ɾ a
michel	m i t͡ʃ e l
morgan	m o ɾ ɡ a n
nietos	n j e t o s
núm	n u m
oir	o i ɾ
perdon	p e ɾ d o n
planea	p l a n e a
plazos	p l a s o s
politica	p o l i t i k a
representaciones	r e p ɾ e s e n t a s j o n e s
