de	d e
reflexió	r e f l e k s j ɔ
selva	s ɛ l v a
virus	v i ɾ u s
voltes	v o l t e s
anunci	a n u n t͡ʃ i
aposta	a p o s t a
cares	k a ɾ e s
creada	k ɾ e a d a
donarà	d o n a ɾ a
du	d u
esperen	e s p e ɾ ɛ n
fetes	f e t e s
gol	ɡ o l
gratuïta	ɡ ɾ a t u i t a
graus	ɡ ɾ a u s
greus	ɡ ɾ e u s
increïble	i n k ɾ e i b l e
moda	m o d a
pacte	p a k t e
probable	p ɾ o b a b l e
prèvia	p ɾ ɛ v j a
unitats	u n i t a t s
agricultura	a ɡ ɾ i k u l t u ɾ a
ajudat	a ʒ u d a t
altes	a l t e s
au	a u
basada	b a s a d a
comuns	k o m u n s
condemnat	k o n d e m n a t
cul	k u l
cup	k u p
desprès	d e s p ɾ ɛ s
econòmics	e k o n ɔ m i k s
estructures	e s t ɾ u k t u ɾ e s
gel	d͡ʒ ɛ l
guanya	ɡ w a n j a
investigadors	i n v e s t i ɡ a d o ɾ s
junt	ʒ u n t
manresa	m a n r e s a
na	n a
park	p a ɾ k
produït	p ɾ o d u i t
similars	s i m i l a ɾ s
sobirania	s o b i ɾ a n j a
teua	t e w a
vaja	v a ʒ a
xifra	ʃ i f ɾ a
arc	a ɾ k
atès	a t ɛ s
brutal	b ɾ u t a l
descans	d e s k a n s
disponibles	d i s p o n i b l e s
endemà	e n d e m a
esforços	e s f o ɾ s o s
implica	i m p l i k a
intercanvi	i n t e ɾ k a n v i
laura	l a w ɾ a
mata	m a t a
mobilitat	m o b i l i t a t
músics	m u s i k s
net	n ɛ t
notes	n o t e s
ordres	o ɾ d ɾ e s
parlava	p a ɾ l a v a
presoners	p ɾ e s o n e ɾ s
sona	s o n a
urbana	u ɾ b a n a
vehicle	v e i k l e
absoluta	a b s o l u t a
anaven	a n a v ɛ n
bomba	b o m b a
conte	k o n t e
daniel	d a n j ɛ l
dansa	d a n s a
di	d i
disposa	d i s p o s a
drama	d ɾ a m a
enemics	e n ɛ m i k s
estrelles	e s t ɾ e l l e s
femenina	f e m e n i n a
francisco	f ɾ a n t͡ʃ i s k o
governador	ɡ o v e ɾ n a d o ɾ
iv	i v
japonès	ʒ a p o n ɛ s
plat	p l a t
punta	p u n t a
rebuig	r e b ɥ i ɡ
sal	s a l
sucre	s u k ɾ e
suma	s u m a
surten	s u ɾ t ɛ n
tensió	t e n s j ɔ
toc	t o k
turquia	t u ɾ k j a
univers	u n i v e ɾ s
varietat	v a ɾ j e t a t
vinga	v i n ɡ a
anomena	a n o m e n a
artístic	a ɾ t i s t i k
avall	a v a l
botigues	b o t i ɡ e s
britànic	b ɾ i t a n i k
camins	k a m i n s
catedral	k a t e d ɾ a l
cuba	k u b a
españa	e s p a ɲ a
impostos	i m p o s t o s
marcat	m a ɾ k a t
mental	m e n t a l
modern	m o d ɛ ɾ n
pablo	p a b l o
parelles	p a ɾ ɛ l l e s
podràs	p o d ɾ a s
protesta	p ɾ o t e s t a
provoca	p ɾ o v o k a
prové	p ɾ o v e
requereix	r e k e ɾ e j ʃ
acollida	a k o l l i d a
afectats	a f e k t a t s
agradable	a ɡ ɾ a d a b l e
amistat	a m i s t a t
apunt	a p u n t
badalona	b a d a l o n a
construït	k o n s t ɾ u i t
curta	k u ɾ t a
díaz	d i a z
habilitat	a b i l i t a t
iguals	i ɡ w a l s
inclòs	i n k l ɔ s
intentat	i n t e n t a t
mòbils	m ɔ b i l s
novetats	n o v e t a t s
penedès	p e n e d ɛ s
recurs	r e k u ɾ s
seguim	s e ɡ i m
solen	s o l ɛ n
tribu	t ɾ i b u
tribunals	t ɾ i b u n a l s
vulguin	v u l ɡ i n
xinès	ʃ i n ɛ s
xvi	ʃ v i
absolut	a b s o l u t
acadèmic	a k a d ɛ m i k
anglesa	a n ɡ l e s a
atur	a t u ɾ
autèntic	a w t ɛ n t i k
avi	a v i
casal	k a s a l
descriu	d e s k ɾ j u
despeses	d e s p e s e s
espectacular	e s p e k t a k u l a ɾ
estarem	e s t a ɾ e m
estimat	e s t i m a t
finalitat	f i n a l i t a t
fum	f u m
nits	n i t s
parada	p a ɾ a d a
plata	p l a t a
positiu	p o s i t j u
propaganda	p ɾ o p a ɡ a n d a
rere	r e ɾ e
soles	s o l e s
suïssa	s u i s s a
tornarem	t o ɾ n a ɾ e m
turistes	t u ɾ i s t e s
títols	t i t o l s
vistes	v i s t e s
ànim	a n i m
acabarà	a k a b a ɾ a
all	a l
antigues	a n t i ɡ e s
aventura	a v e n t u ɾ a
bany	b a n i
basa	b a s a
cabell	k a b ɛ l
co	k o
cristina	k ɾ i s t i n a
descomptat	d e s k o m p t a t
digitals	d i d͡ʒ i t a l s
donem	d o n e m
dut	d u t
fenomen	f e n o m e n
fundador	f u n d a d o ɾ
interna	i n t ɛ ɾ n a
is	i s
marques	m a ɾ k e s
matinada	m a t i n a d a
múltiples	m u l t i p l e s
necessito	n e θ e s s i t o
quarta	k w a ɾ t a
regles	r e ɡ l e s
regular	r e ɡ u l a ɾ
ridícul	r i d i k u l
russa	r u s s a
senat	s e n a t
sostenible	s o s t e n i b l e
veia	v e j a
verda	v e ɾ d a
veí	v e i
avís	a v i s
banderes	b a n d e ɾ e s
basc	b a s k
caça	k a s a
cinquanta	t͡ʃ i n k w a n t a
clubs	k l u b s
columna	k o l u m n a
contes	k o n t e s
crims	k ɾ i m s
crònica	k ɾ ɔ n i k a
espectadors	e s p e k t a d o ɾ s
factors	f a k t o ɾ s
físic	f i s i k
galeria	ɡ a l e ɾ j a
històrics	i s t ɔ ɾ i k s
medalla	m e d a l l a
músic	m u s i k
paul	p o l
previst	p ɾ e v i s t
serem	s e ɾ e m
símbols	s i m b o l s
temporal	t e m p o ɾ a l
tècnics	t ɛ k n i k s
xifres	ʃ i f ɾ e s
índex	i n d e k s
acabi	a k a b i
amiga	a m i ɡ a
blocs	b l ɔ k s
campanyes	k a m p a n j e s
comuna	k o m u n a
creativitat	k ɾ e a t i v i t a t
criminal	k ɾ i m i n a l
falsa	f a l s a
figueres	f i ɡ e ɾ e s
fot	f o t
golf	ɡ o l f
infància	i n f a n t͡ʃ a
legals	l e ɡ a l s
medieval	m e d j e v a l
menorca	m e n ɔ ɾ k a
permès	p e ɾ m ɛ s
personalitat	p e ɾ s o n a l i t a t
pesca	p e s k a
portarà	p o ɾ t a ɾ a
portava	p o ɾ t a v a
regidors	r e d͡ʒ i d o ɾ s
ric	ɾ i k
suposat	s u p o s a t
thomas	t o m a s
apunta	a p u n t a
bell	b ɛ l
bàsics	b a s i k s
cadenes	k a d e n e s
cadira	k a d i ɾ a
carme	k a ɾ m e
corda	k o ɾ d a
destacat	d e s t a k a t
dits	d i t s
feliu	f e l j u
funcionaris	f u n t͡ʃ o n a ɾ i s
gana	ɡ a n a
independentista	i n d e p e n d e n t i s t a
individus	i n d i v i d u s
os	o s
parlo	p a ɾ l o
pi	p i
portem	p o ɾ t e m
programari	p ɾ o ɡ ɾ a m a ɾ i
situa	s i t u a
taxi	t a k s i
vermella	v e ɾ m ɛ l l a
únics	u n i k s
advocats	a d v o k a t s
ana	a n a
artística	a ɾ t i s t i k a
august	a w ɡ u s t
avantatge	a v a n t a t d͡ʒ e
bandes	b a n d e s
candidatura	k a n d i d a t u ɾ a
cavalls	k a v a l s
colòmbia	k o l ɔ m b j a
comarques	k o m a ɾ k e s
debats	d e b a t s
dedica	d e d i k a
diem	d j ɛ m
disposat	d i s p o s a t
doni	d o n i
estrangers	e s t ɾ a n d͡ʒ e ɾ s
fals	f a l s
famosa	f a m o s a
faré	f a ɾ e
fonamentals	f o n a m e n t a l s
formada	f o ɾ m a d a
gràfic	ɡ ɾ a f i k
horari	o ɾ a ɾ i
masculí	m a s k u l i
mentides	m e n t i d e s
motors	m o t o ɾ s
perú	p e ɾ u
quedarà	k e d a ɾ a
radio	r a d j o
síria	s i ɾ j a
teníem	t e n i e m
toni	t o n i
vidre	v i d ɾ e
vàrem	v a ɾ e m
acull	a k u l
anirem	a n i ɾ ɛ m
augmenta	a u ɡ m e n t a
berlín	b e ɾ l i n
casat	k a s a t
clima	k l i m a
curiositat	k u ɾ j o s i t a t
difícils	d i f i ʃ i l s
estadístiques	e s t a d i s t i k e s
fam	f a m
fosc	f o s k
germanes	d͡ʒ e ɾ m a n e s
iniciat	i n i t͡ʃ a t
monestir	m o n e s t i ɾ
mou	m u
ocupat	o k u p a t
pagat	p a ɡ a t
palestina	p a l e s t i n a
penses	p ɛ n s e s
pol	p o l
prepara	p ɾ e p a ɾ a
protagonistes	p ɾ o t a ɡ o n i s t e s
sorprèn	s o ɾ p ɾ ɛ n
suspensió	s u s p e n s j ɔ
verge	v e ɾ d͡ʒ e
vivia	v i v j a
xocolata	ʃ o k o l a t a
àlbum	a l b u m
anti	a n t i
après	a p ɾ ɛ s
bord	b o ɾ d
boscos	b o s k o s
cadascuna	k a d a s k u n a
consta	k o n s t a
cors	k o ɾ s
cultures	k u l t u ɾ e s
definitiva	d e f i n i t i v a
deixo	d e j ʃ o
durada	d u ɾ a d a
efectiva	e f e k t i v a
escàndol	e s k a n d o l
espasa	e s p a s a
full	f u l
grega	ɡ ɾ e ɡ a
individu	i n d i v i d u
marie	m a ɾ j e
moneda	m o n e d a
originals	o ɾ i d͡ʒ i n a l s
pastor	p a s t o ɾ
poemes	p o e m e s
prioritat	p ɾ i o ɾ i t a t
promesa	p ɾ o m e s a
puja	p u ʒ a
quaranta	k w a ɾ a n t a
qué	k e
química	k i m i k a
sindicats	s i n d i k a t s
soviètica	s o v j ɛ t i k a
tall	t a l
temperatures	t e m p e ɾ a t u ɾ e s
trobaràs	t ɾ o b a ɾ a s
vigilància	v i d͡ʒ i l a n t͡ʃ a
xi	ʃ i
youtube	j u t u b e
acosta	a k o s t a
adn	a d n
ambdues	a m b d u e s
at	a t
aula	a w l a
calia	k a l j a
cementiri	t͡ʃ e m e n t i ɾ i
colònia	k o l ɔ n j a
efectiu	e f e k t j u
empresaris	e m p ɾ e s a ɾ i s
escriptura	e s k ɾ i p t u ɾ a
fabra	f a b ɾ a
heroi	e ɾ ɔ j
inclosos	i n k l o s o s
lent	l ɛ n t
musulmans	m u s u l m a n s
norma	n ɔ ɾ m a
pal	p a l
pinta	p i n t a
pregunto	p ɾ e ɡ u n t o
profunda	p ɾ o f u n d a
prohibit	p ɾ o i b i t
propietats	p ɾ o p j e t a t s
ribera	r i b e ɾ a
sanitària	s a n i t a ɾ j a
semblar	s e m b l a ɾ
superiors	s u p e ɾ j o ɾ s
sòl	s ɔ l
terrorista	t e r r o ɾ i s t a
terroristes	t e r r o ɾ i s t e s
àrabs	a ɾ a b s
actua	a k t u a
black	b l a k
capa	k a p a
crítics	k ɾ i t i k s
càmeres	k a m e ɾ e s
dipòsit	d i p ɔ s i t
estimo	e s t i m o
estranya	e s t ɾ a n j a
gai	ɡ a j
glòria	ɡ l ɔ ɾ j a
ideal	i d e a l
ideologia	i d e o l o d͡ʒ i a
mapes	m a p e s
marxem	m a ɾ ʃ e m
murs	m u ɾ s
nomes	n o m e s
obliga	o b l i ɡ a
particulars	p a ɾ t i k u l a ɾ s
progrés	p ɾ o ɡ ɾ e s
rescat	r e s k a t
segurs	s e ɡ u ɾ s
tancada	t a n k a d a
tele	t e l e
tom	t o m
trobades	t ɾ o b a d e s
víctor	v i k t o ɾ
acusat	a k u s a t
agradi	a ɡ ɾ a d i
caldrà	k a l d ɾ a
charles	ʃ a ɾ l e s
coca	k o k a
colònies	k o l ɔ n j e s
còpia	k ɔ p j a
deuen	d e w ɛ n
equilibri	e k i l i b ɾ i
eso	e s o
liberal	l i b e ɾ a l
monarquia	m o n a ɾ k j a
oblidat	o b l i d a t
olor	o l o ɾ
pasta	p a s t a
permetrà	p e ɾ m e t ɾ a
recollida	r e k o l l i d a
recordem	r e k o ɾ d e m
reformes	r e f o ɾ m e s
revistes	r e v i s t e s
santiago	s a n t j a ɡ o
soldat	s o l d a t
tortosa	t o ɾ t o s a
tú	t u
usos	u s o s
veniu	v e n j u
vidal	v i d a l
am	a m
bisbe	b i z b e
cervesa	θ e ɾ v e s a
conclusió	k o n k l u z j ɔ
debatre	d e b a t ɾ e
deixi	d e j ʃ i
demanem	d e m a n e m
destacats	d e s t a k a t s
escales	e s k a l e s
esteve	e s t e v e
eva	e v a
feminista	f e m i n i s t a
gat	ɡ a t
guinea	ɡ i n e a
infraestructures	i n f ɾ a e s t ɾ u k t u ɾ e s
lee	l i
olímpic	o l i m p i k
ordinadors	o ɾ d i n a d o ɾ s
polèmica	p o l ɛ m i k a
pou	p u
productor	p ɾ o d u k t o ɾ
pura	p u ɾ a
pèl	p ɛ l
radical	r a d i k a l
sentim	s ɛ n t i m
tempesta	t e m p e s t a
torni	t o ɾ n i
tractava	t ɾ a k t a v a
alternatives	a l t e ɾ n a t i v e s
aus	a u s
cames	k a m e s
clàssica	k l a s s i k a
cobertura	k o b e ɾ t u ɾ a
coneixia	k o n e i ʃ j a
curiós	k u ɾ j ɔ s
entrega	e n t ɾ e ɡ a
escut	e s k u t
esdevé	e z d e v e
esportistes	e s p o ɾ t i s t e s
etiqueta	e t i k e t a
ferides	f e ɾ i d e s
fidel	f i d ɛ l
forn	f o ɾ n
instagram	i n s t a ɡ ɾ a m
italiana	i t a l j a n a
jueus	ʒ w e u s
juntes	ʒ u n t e s
laborals	l a b o ɾ a l s
lideratge	l i d e ɾ a t d͡ʒ e
literària	l i t e ɾ a ɾ j a
molesta	m o l e s t a
moto	m o t o
multa	m u l t a
ofensiva	o f e n s i v a
petroli	p e t ɾ o l i
platges	p l a d d͡ʒ e s
poema	p o e m a
posada	p o s a d a
privades	p ɾ i v a d e s
privats	p ɾ i v a t s
proximitat	p ɾ o ʃ i m i t a t
quadre	k w a d ɾ e
rurals	r u ɾ a l s
seguiu	s e ɡ j u
sentia	s e n t j a
supera	s u p e ɾ a
àvia	a v j a
activista	a k t i v i s t a
alcaldia	a l k a l d j a
autèntica	a w t ɛ n t i k a
brut	b ɾ u t
comarcal	k o m a ɾ k a l
deure	d e u ɾ e
estableix	e s t a b l e j ʃ
estaran	e s t a ɾ a n
fulles	f u l l e s
invasió	i n v a z j ɔ
iran	i ɾ a n
males	m a l e s
ombra	o m b ɾ a
oriol	o ɾ j ɔ l
preses	p ɾ e s e s
republicà	r e p u b l i k a
sitges	s i d d͡ʒ e s
sobte	s o b t e
surti	s u ɾ t i
teresa	t e ɾ e s a
times	t i m e s
tractats	t ɾ a k t a t s
típic	t i p i k
unesco	u n e s k o
vilafranca	v i l a f ɾ a n k a
òpera	ɔ p e ɾ a
adequada	a d e k w a d a
ali	a l i
amo	a m o
artur	a ɾ t u ɾ
badia	b a d j a
catàleg	k a t a l e ɡ
combustible	k o m b u s t i b l e
contractes	k o n t ɾ a k t e s
crist	k ɾ i s t
culpable	k u l p a b l e
dimensió	d i m e n s j ɔ
directors	d i ɾ e k t o ɾ s
estany	e s t a n i
estàtua	e s t a t u a
euro	e w ɾ o
fiscalia	f i s k a l j a
gràfica	ɡ ɾ a f i k a
horaris	o ɾ a ɾ i s
intensitat	i n t e n s i t a t
localitat	l o k a l i t a t
maría	m a ɾ i a
museus	m u s e u s
nas	n a s
onada	o n a d a
one	o n e
pastís	p a s t i s
placa	p l a k a
productors	p ɾ o d u k t o ɾ s
su	s u
time	t i m e
tio	t i o
turística	t u ɾ i s t i k a
vins	v i n s
agafa	a ɡ a f a
amaga	a m a ɡ a
aèria	a ɛ ɾ j a
bombes	b o m b e s
britànics	b ɾ i t a n i k s
cabells	k a b ɛ l s
calma	k a l m a
circ	t͡ʃ i ɾ k
costum	k o s t u m
delictes	d e l i k t e s
desenes	d e s e n e s
empresari	e m p ɾ e s a ɾ i
escriptora	e s k ɾ i p t o ɾ a
estable	e s t a b l e
gest	d͡ʒ ɛ s t
guarda	ɡ w a ɾ d a
guió	ɡ j ɔ
indis	i n d i s
informatiu	i n f o ɾ m a t j u
intensa	i n t ɛ n s a
justa	ʒ u s t a
llatina	l l a t i n a
luxe	l u ʃ e
marco	m a ɾ k o
noruega	n o ɾ w e ɡ a
pals	p a l s
penes	p e n e s
perque	p e ɾ k e
polònia	p o l ɔ n j a
preparada	p ɾ e p a ɾ a d a
profunditat	p ɾ o f u n d i t a t
proposat	p ɾ o p o s a t
suspendre	s u s p e n d ɾ e
trobarem	t ɾ o b a ɾ e m
vestits	v e s t i t s
video	v i d e o
visc	v i s k
vital	v i t a l
xile	ʃ i l e
ac	a k
ales	a l e s
altura	a l t u ɾ a
alumne	a l u m n e
an	a n
anunciat	a n u n t͡ʃ a t
avis	a v i s
big	b i ɡ
bombers	b o m b e ɾ s
campus	k a m p u s
castro	k a s t ɾ o
ciutadella	t͡ʃ u t a d ɛ l l a
curses	k u ɾ s e s
dama	d a m a
dates	d a t e s
diputada	d i p u t a d a
freda	f ɾ e d a
independentistes	i n d e p e n d e n t i s t e s
iraq	i ɾ a k
japonesa	ʒ a p o n e s a
masia	m a s j a
parles	p a ɾ l e s
parli	p a ɾ l i
posarà	p o s a ɾ a
posteriors	p o s t e ɾ j o ɾ s
reforçar	r e f o ɾ s a
republicana	r e p u b l i k a n a
riba	ɾ i b a
sortim	s o ɾ t i m
talla	t a l l a
tic	t i k
turó	t u ɾ ɔ
ètica	ɛ t i k a
òrgans	ɔ ɾ ɡ a n s
aguantar	a ɡ w a n t a ɾ
alcaldessa	a l k a l d e s s a
capella	k a p ɛ l l a
comporta	k o m p o ɾ t a
conegudes	k o n e ɡ u d e s
deures	d e u ɾ e s
directiva	d i ɾ e k t i v a
disculpes	d i s k u l p e s
drac	d ɾ a k
eixa	e j ʃ a
esmentat	e z m e n t a t
franja	f ɾ a n ʒ a
hotels	o t ɛ l s
igualada	i ɡ w a l a d a
it	i t
italians	i t a l j a n s
mariano	m a ɾ j a n o
mina	m i n a
muntatge	m u n t a t d͡ʒ e
mèdic	m ɛ d i k
mèdica	m ɛ d i k a
nega	n e ɡ a
neta	n e t a
núvols	n u v o l s
piano	p j a n o
pit	p i t
plàstic	p l a s t i k
ràbia	r a b j a
sindicat	s i n d i k a t
traduït	t ɾ a d u i t
ucraïna	u k ɾ a i n a
vives	v i v e s
àngels	a n d͡ʒ e l s
òrgan	ɔ ɾ ɡ a n
abandonat	a b a n d o n a t
admetre	a d m e t ɾ e
aqui	a k i
conselleria	k o n s e l l e ɾ j a
contemporani	k o n t e m p o ɾ a n i
declara	d e k l a ɾ a
demandes	d e m a n d e s
despesa	d e s p e s a
determinat	d e t e ɾ m i n a t
energètica	e n e ɾ ʒ ɛ t i k a
esportius	e s p o ɾ t j u s
estàvem	e s t a v e m
falten	f a l t ɛ n
fotògraf	f o t ɔ ɡ ɾ a f
humanes	u m a n e s
legislatura	l e d͡ʒ i s l a t u ɾ a
mario	m a ɾ j o
molí	m o l i
multitud	m u l t i t u d
my	m i
open	o p ɛ n
panorama	p a n o ɾ a m a
peixos	p e j ʃ o s
publicats	p u b l i k a t s
puguem	p u ɡ ɛ m
sales	s a l e s
salsa	s a l s a
sopa	s o p a
titulat	t i t u l a t
tocat	t o k a t
turc	t u ɾ k
turístic	t u ɾ i s t i k
ves	v e s
acabada	a k a b a d a
afecten	a f ɛ k t ɛ n
afer	a f e ɾ
aplica	a p l i k a
carl	k a ɾ l
cova	k o v a
dinàmica	d i n a m i k a
dol	d o l
déus	d e u s
eixe	e j ʃ e
extraordinària	e k s t ɾ a o ɾ d i n a ɾ j a
fortes	f o ɾ t e s
hospitals	o s p i t a l s
indi	i n d i
intens	i n t ɛ n s
leo	l e o
limita	l i m i t a
menjador	m e n ʒ a d o ɾ
nobel	n o b ɛ l
osona	o s o n a
portuguès	p o ɾ t u ɡ ɛ s
provocat	p ɾ o v o k a t
rumors	r u m o ɾ s
sagrada	s a ɡ ɾ a d a
senador	s e n a d o ɾ
torno	t o ɾ n o
vietnam	v j e t n a m
alternatiu	a l t e ɾ n a t j u
amigues	a m i ɡ e s
anuncia	a n u n t͡ʃ a
anuncis	a n u n t͡ʃ i s
bages	b a d͡ʒ e s
barca	b a ɾ k a
blat	b l a t
bus	b u s
bàsica	b a s i k a
característica	k a ɾ a k t e ɾ i s t i k a
companya	k o m p a n j a
càstig	k a s t i ɡ
duu	d u u
editors	e d i t o ɾ s
eduard	e d w a ɾ d
enhorabona	e n o ɾ a b o n a
estabilitat	e s t a b i l i t a t
industrials	i n d u s t ɾ j a l s
informàtica	i n f o ɾ m a t i k a
intern	i n t ɛ ɾ n
mary	m a ɾ i
mínima	m i n i m a
natal	n a t a l
negativa	n e ɡ a t i v a
oliver	o l i v e ɾ
parcs	p a ɾ k s
parlarem	p a ɾ l a ɾ e m
promeses	p ɾ o m e s e s
revisió	r e v i z j ɔ
signatures	s i ɲ ɲ a t u ɾ e s
sortirà	s o ɾ t i ɾ a
texas	t e k s a s
titulars	t i t u l a ɾ s
trama	t ɾ a m a
tràfic	t ɾ a f i k
vanguardia	v a n ɡ w a ɾ d j a
vigor	v i ɡ o ɾ
vulguis	v u l ɡ i s
with	w i θ
actriu	a k t ɾ j u
alegre	a l e ɡ ɾ e
aliats	a l j a t s
amos	a m o s
anuals	a n u a l s
casada	k a s a d a
catòlica	k a t ɔ l i k a
conducta	k o n d u k t a
congo	k o n ɡ o
conveni	k o n v e n i
cosí	k o s i
criteris	k ɾ i t e ɾ i s
demano	d e m a n o
digne	d i ɲ ɲ e
impuls	i m p u l s
invertir	i n v e ɾ t i ɾ
islam	i s l a m
jack	d͡ʒ a k
mereixen	m e ɾ e j ʃ ɛ n
metropolitana	m e t ɾ o p o l i t a n a
màrqueting	m a ɾ k e t i ŋ
noble	n o b l e
normativa	n o ɾ m a t i v a
paris	p a ɾ i s
pirineus	p i ɾ i n e u s
pistes	p i s t e s
quantitats	k w a n t i t a t s
rebuda	r e b u d a
recupera	r e k u p e ɾ a
signatura	s i ɲ ɲ a t u ɾ a
solidària	s o l i d a ɾ j a
símptomes	s i m p t o m e s
venia	v e n j a
vesprada	v e s p ɾ a d a
veïnes	v e i n e s
xinesa	ʃ i n e s a
ambiental	a m b j ɛ n t a l
anomenen	a n o m e n ɛ n
apple	a p p l e
armada	a ɾ m a d a
as	a s
bola	b o l a
calla	k a l l a
carnaval	k a ɾ n a v a l
casc	k a s k
castella	k a s t ɛ l l a
consellera	k o n s e l l e ɾ a
consens	k o n s ɛ n s
considerada	k o n s i d e ɾ a d a
criminals	k ɾ i m i n a l s
critica	k ɾ i t i k a
dono	d o n o
edward	e d w a ɾ d
elena	e l e n a
espectacles	e s p e k t a k l e s
estils	e s t i l s
extraordinari	e k s t ɾ a o ɾ d i n a ɾ i
falsos	f a l s o s
fantàstica	f a n t a s t i k a
festivals	f e s t i v a l s
grapat	ɡ ɾ a p a t
gris	ɡ ɾ i s
impunitat	i m p u n i t a t
intents	i n t ɛ n t s
ira	i ɾ a
japonesos	ʒ a p o n e s o s
malalt	m a l a l t
moltíssim	m o l t i s s i m
mundo	m u n d o
naus	n a u s
paio	p a j o
patates	p a t a t e s
percentatge	p e ɾ θ e n t a t d͡ʒ e
plataformes	p l a t a f o ɾ m e s
residus	r e s i d u s
seca	s e k a
setanta	s e t a n t a
sàpiga	s a p i ɡ a
súper	s u p e ɾ
taxes	t a ʃ e s
tornin	t o ɾ n i n
unida	u n i d a
victòries	v i k t ɔ ɾ j e s
aniran	a n i ɾ a n
atacat	a t a k a t
atendre	a t ɛ n d ɾ e
avantatges	a v a n t a t d͡ʒ e s
bateria	b a t e ɾ j a
caràcters	k a ɾ a k t e ɾ s
casals	k a s a l s
destruït	d e s t ɾ u i t
determinats	d e t e ɾ m i n a t s
eivissa	e j v i s s a
esportives	e s p o ɾ t i v e s
estàtues	e s t a t u e s
fresc	f ɾ e s k
gaudí	ɡ a u d i
habituals	a b i t u a l s
històriques	i s t ɔ ɾ i k e s
integral	i n t e ɡ ɾ a l
mark	m a ɾ k
martín	m a ɾ t i n
parlamentari	p a ɾ l a m e n t a ɾ i
perfils	p e ɾ f i l s
pintor	p i n t o ɾ
preguntat	p ɾ e ɡ u n t a t
pujada	p u ʒ a d a
pur	p u ɾ
reclama	r e k l a m a
síndrome	s i n d ɾ o m e
ta	t a
trencat	t ɾ e n k a t
universitària	u n i v e ɾ s i t a ɾ j a
afectat	a f e k t a t
alcaldes	a l k a l d e s
anònim	a n ɔ n i m
bales	b a l e s
bretanya	b ɾ e t a n j a
contactes	k o n t a k t e s
continuïtat	k o n t i n u i t a t
costes	k o s t e s
estadística	e s t a d i s t i k a
estimada	e s t i m a d a
estudia	e s t u d j a
estètica	e s t ɛ t i k a
falla	f a l l a
fruita	f ɾ u i t a
instituts	i n s t i t u t s
mantenen	m a n t e n ɛ n
marea	m a ɾ e a
matrícula	m a t ɾ i k u l a
màster	m a s t e ɾ
ocupats	o k u p a t s
perduda	p e ɾ d u d a
queixa	k e j ʃ a
sac	s a k
sebastià	s e b a s t j a
sisplau	s i s p l a w
ahmed	a m e d
ala	a l a
alfred	a l f ɾ e d
atletes	a t l e t e s
autobusos	a w t o b u s o s
brigada	b ɾ i ɡ a d a
cansat	k a n s a t
charlie	ʃ a ɾ l j e
cia	t͡ʃ a
clic	k l i k
climàtic	k l i m a t i k
cola	k o l a
comèdia	k o m ɛ d j a
cristiana	k ɾ i s t j a n a
culte	k u l t e
cúpula	k u p u l a
desfer	d e s f e ɾ
discursos	d i s k u ɾ s o s
diversió	d i v e ɾ s j ɔ
dobles	d o b l e s
donin	d o n i n
elevada	e l e v a d a
endur	ɛ n d u ɾ
estàndard	e s t a n d a ɾ d
fantasia	f a n t a s j a
granada	ɡ ɾ a n a d a
granja	ɡ ɾ a n ʒ a
gratis	ɡ ɾ a t i s
identificat	i d e n t i f i k a t
jurídica	ʒ u ɾ i d i k a
lingüístic	l i n ɡ w i s t i k
menja	m ɛ n ʒ a
mode	m o d e
ok	o k
pierre	p j ɛ ʁ r e
popularitat	p o p u l a ɾ i t a t
queixes	k e j ʃ e s
sentits	s ɛ n t i t s
signe	s i ɲ ɲ e
sigues	s i ɡ e s
tir	t i ɾ
tortura	t o ɾ t u ɾ a
turístics	t u ɾ i s t i k s
vestir	v e s t i ɾ
àlex	a l e k s
abusos	a b u s o s
adhesió	a d e s j ɔ
agafat	a ɡ a f a t
armènia	a ɾ m ɛ n j a
atenes	a t e n e s
atura	a t u ɾ a
aventures	a v e n t u ɾ e s
canviarà	k a n v j a ɾ a
centenari	t͡ʃ e n t e n a ɾ i
costos	k o s t o s
costums	k o s t u m s
còmode	k ɔ m o d e
diego	d j e ɡ o
divertida	d i v e ɾ t i d a
entenen	e n t e n ɛ n
ermita	e ɾ m i t a
estada	e s t a d a
estreta	e s t ɾ e t a
flames	f l a m e s
fàstic	f a s t i k
garantia	ɡ a ɾ a n t i a
lucre	l u k ɾ e
manifesta	m a n i f e s t a
mirall	m i ɾ a l
molins	m o l i n s
ofertes	o f ɛ ɾ t e s
pobla	p o b l a
posava	p o s a v a
preocupat	p ɾ e o k u p a t
protestes	p ɾ o t e s t e s
saga	s a ɡ a
scott	s k ɔ t
sorprendre	s o ɾ p ɾ e n d ɾ e
tesi	t e s i
trams	t ɾ a m s
vendes	v ɛ n d e s
xinesos	ʃ i n e s o s
ángel	a n d͡ʒ e l
ajudarà	a ʒ u d a ɾ a
ajuts	a ʒ u t s
alarma	a l a ɾ m a
britànica	b ɾ i t a n i k a
bàsic	b a s i k
cadires	k a d i ɾ e s
calgui	k a l ɡ i
camió	k a m j ɔ
canó	k a n ɔ
cat	k a t
cobreix	k o b ɾ e j ʃ
coloma	k o l o m a
coma	k o m a
comparteixen	k o m p a ɾ t e j ʃ ɛ n
cristià	k ɾ i s t j a
deixava	d e j ʃ a v a
devia	d e v j a
